item	site	category	subcategory	description
Heretic's Staff	Dark Souls 3 Wiki	Weapons	Staves	Catalyst used by generations of heretic sorcerers.<br><br>Sorcery is a logical academic discipline, and the power of sorceries depends heavily on the caster's intelligence.<br><br>Skill: Steady Chant<br>Boost the strength of sorceries for a very short period. Works while equipped in either hand.
Chaos Blade	Dark Souls 3 Wiki	Weapons	Katanas	A cursed sword of unknown origin bearing uncanny streaks on its blade.<br><br>Attacks also damage its wielder.<br><br>The sword is not unlike a thing misshappen, granted life, but never welcome in this world. In other words, chaos itself.<br><br>Skill: Hold<br>Assume a holding stance to rapidly execute a lunging slash with normal attack, or a deflecting parry with strong attack.
Handmaid's Dagger	Dark Souls 3 Wiki	Weapons	Daggers	Dagger used by handmaids of the Profaned Capital. Each successful attack replenishes a slight amount of FP. <br><br> It is said that these women took pleasure in wounding others.<br><br>Skill: Blind Spot<br>Use against shielded foes to break through their guard by attacking from the side.&nbsp;
Hollowslayer Greatsword	Dark Souls 3 Wiki	Weapons	Greatswords	Greatsword used for a lifetime by a masked knight. Harbors the fears that lurk within the mind of Hollows, and is particularly effective against them. <br><br>Bestowed to a proper Mirrah knight long ago. Two-hand to execute special sword techniques.<br><br>Skill: Stance<br>While in stance, use normal attack to break a foe’s guard from below, and strong attack to slash upwards with a forward lunge.
Gael's Greatsword	Dark Souls 3 Wiki	Weapons	Greatswords	Greatsword of Slave Knight Gael, the only weapon that he kept with him from beginning to end.
Rapier	Dark Souls 3 Wiki	Weapons	Thrusting Swords	A lightweight thrusting sword used in noble duels employing refined techniques.<br><br>The primary attack of a thrusting sword is a series of stabs that render foes vulnerable for a devastating final thrust. Can also attack with shield up.<br><br>Skill: Stance<br>From stance, use normal attack to back step and execute a surprise attack, or strong attack for consecutive thrusting.
Dagger	Dark Souls 3 Wiki	Weapons	Daggers	Standard small dagger.<br><br>Small daggers lack power or reach, but can deal quick consecutive hits due to their light weight. Highly effective when used for critical hits, such as after parrying or attacking from behind.<br><br>Skill: Quickstep<br>Instantly step behind or around the side of foes. Especially effective when locked on to target.
Spear	Dark Souls 3 Wiki	Weapons	Spears & Pikes	Common short spear that allows attacking with shield up.<br><br>Spear attacks are centered on thrusting, but can inflict high damage when timed with the end of an enemy’s swing.<br><br>Skill: Shield Splitter<br>Take a large step forward and make a single focused thrust to puncture enemy shields and inflict damage.
Splitleaf Greatsword	Dark Souls 3 Wiki	Weapons	Halberds	<em>A long-handled greatsword that made its way from a distant land. Crafted entirely with steel, making it exceedingly heavy.</em><br><br><em>Splitleaf refers to the shape of the great blade, and its resemblance to the veins of a leaf.</em>
Yhorm's Great Machete	Dark Souls 3 Wiki	Weapons	Greataxes	Great machete wielded long ago by Yhorm the Giant.<br><br>Yhorm once lumbered on the frontlines with a greatshield. But one day, in place of his shield, a left-hand notch was added to his machete, enabling the smashing technique that would become the legacy of his later years.<br><br>Skill: Warcry<br>Let out a spirited warcry that temporarily boosts attack, and enables a crushing strong attack.&nbsp;
Irithyll Rapier	Dark Souls 3 Wiki	Weapons	Thrusting Swords	Thrusting sword bestowed upon the Outrider Knights of the Boreal Valley. This weapon is shrouded in frost, and causes frostbite.<br><br>Every Outrider Knight one day devolves into a beast, constantly hounded by Pontiff Sulyvahn's black eyes.<br><br>Skill: Shield Splitter<br>Aim carefully, and attack in a large forward lunge to pierce through enemy shields and inflict damage directly.
Butcher Knife	Dark Souls 3 Wiki	Weapons	Axes	Butcher's knife with an oddly large blade wielded by the madwoman haunting the Road of Sacrifices. <br><br>Squarely-landed hits restore HP. <br><br>Back in the Undead Settlement, the woman acquired a taste for human flesh, of which she took glee in partaking. <br><br>Skill: Sharpen <br>Sharpening the blade increases HP restored with each successful hit.
Uchigatana	Dark Souls 3 Wiki	Weapons	Katanas	A unique katana characterized by the fine craftsmanship of an eastern land where it was forged. <br><br>The finely-sharpened blade cuts flesh like butter and causes bleeding,&nbsp;but breaks easily as a result.<br><br>Skill: Hold <br>Assume a holding stance to rapidly execute a lunging slash with a normal attack, or a deflecting parry with the strong attack.
Notched Whip	Dark Souls 3 Wiki	Weapons	Whips	A whip with thorny spikes that shred slaves, causing heavy bleeding. <br><br>The Cleansing Chapel uses whips such as these in order to produce the drops and puddles to wipe clean during its rituals.<br><br>Skill: Impact<br>Strike from the left to evade shields and deal a stinging blow that temporarily slows stamina recovery. The shackles of bondage lie deep in the hearts of all humankind.
Avelyn	Dark Souls 3 Wiki	Weapons	Crossbows	An extremely rare rapid-firing crossbow.&nbsp;&nbsp;<br><br>Fires three successive bolts by means of an elaborate mechanism. Inflict heavy damage by making all three shots count.&nbsp;&nbsp;<br><br>Despite its use as a weapon, this crossbow is also a priceless work of art, and it bears resemblance to a musical instrument.&nbsp;<br><br>Skill: Tackle<br>Lunge into a shoulder tackle, pushing back enemies to create distance.&nbsp;
Drang Twinspears	Dark Souls 3 Wiki	Weapons	Spears & Pikes	Paired spears of the Drang Knights, proclaimed descendants from the land known for the legend of the Linking of the Fire. When the Drang Knights disbanded, they scattered across the lands as sellswords. They quickly became known for shieldless, aggressive tactics that struck fear in the hearts of men.<br><br>Skill: Charge<br><br>Hold spear at waist and charge at foe. Use strong attack while charging to extend the length of the charge.&nbsp;
Falchion	Dark Souls 3 Wiki	Weapons	Curved Swords	Standard curved sword and widely-used slashing weapon.<br><br>The falchion's flesh-rending slash attacks are greatly compromised against armor and tough scale-covered hides.<br><br>Skill: Spin Slash<br>Slice into foes with a large spinning motion, and continue spinning to transition into strong attack.
Wolnir's Holy Sword	Dark Souls 3 Wiki	Weapons	Greatswords	A holy sword eroded by the Abyss. When Wolnir fell to the Abyss, he was gripped by a fear of true darkness, and pleaded to the gods for the first time.<br><br>This holy sword, together with three armlets stripped from the corpses of clerics, gave him some semblance of comfort.<br><br>Skill: Wrath of the Gods<br>Thrust weapon into earth to emit powerful shockwave. The wrath of those swallowed by the Abyss is a thing to be wary of indeed.
Harpe	Dark Souls 3 Wiki	Weapons	Daggers	The large sickle-shaped body, used for severing corpses, is a worker’s tool in the Undead Settlement.<br><br>The sharp edge is on the inside of the weapon, itself designed for cutting and pulling, thus allowing for good damage against shielded foes.<br><br>Skill: Quickstep<br>Instantly step behind or around the side of foes. Especially effective when locked on to target.
Archdeacon's Great Staff	Dark Souls 3 Wiki	Weapons	Staves	Large staff bestowed upon Archdeacons of the Cathedral of the Deep.
Flamberge	Dark Souls 3 Wiki	Weapons	Greatswords	Greatsword with an undulating blade. The blade, resembling flame, was crafted to mutilate flesh and induce bleeding.<br><br>Skill: Stance<br>While in stance, use normal attack to break a foe’s guard from below, and strong attack to slash upwards with a forward lunge.<br><br>
Sniper Crossbow	Dark Souls 3 Wiki	Weapons	Crossbows	Long-range heavy crossbow used by Carim snipers.<br><br>Its lengthy base makes aiming difficult, and accurate usage requires a trained, dexterous hand.<br><br>Skill: Tackle<br>Lunge into a shoulder tackle, pushing back enemies to create distance.
Knight's Crossbow	Dark Souls 3 Wiki	Weapons	Crossbows	Crossbow used by the proud knights of Lothric. It bears an elaborate gold design.<br><br>The crossbow has been blessed with the power of lightning, in anticipation of the use of Lightning Bolts.<br><br>Skill: Tackle<br>Lunge into a shoulder tackle, pushing back enemies to create distance.
Cleric's Sacred Chime	Dark Souls 3 Wiki	Weapons	Chimes	Sacred chime for casting miracles of the Gods. Chimes such as these are often given to clerics who become Undead.<br><br>Equip a talisman or a sacred chime to cast miracles. Miracles must be attuned at a bonfire before use.<br><br>Skill: Gentle Prayer<br>Recovers HP for a period of time, albeit extremely slowly. Works while equipped in either hand.
Profaned Greatsword	Dark Souls 3 Wiki	Weapons	Ultra Greatswords	A ceremonial sword, held in Pontiff Sulyvahn's right hand, representing the Profaned Flame.<br><br>Long ago, when Sulyvahn was yet a young sorcerer, he discovered the Profaned Capital and an unfading flame below a distant tundra of Irithyll, and a burning ambition took root within him.<br><br>Skill: Profaned Flame<br>Temporarily summon the Profaned Flame. Lunge forward and use strong attack to enshroud blade in flame.
Ringed Knight Straight Sword	Dark Souls 3 Wiki	Weapons	Straight Swords	Straight sword wielded by the Ringed Knights. <br>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;The arms of early men were forged in the Abyss, and betray a smidgen of life.
Black Knight Greataxe	Dark Souls 3 Wiki	Weapons	Greataxes	Greataxe of the black knights who wander the lands. Used to face chaos demons.<br><br>The unique attack of this axe greatly reduces enemy poise, reflecting the tremendous size of the enemies that the knights have fearlessly faced.<br><br>Skill: Warcry<br>Let out a spirated warcry that temporarily boosts attack, and enables a special consecutive strong attack.&nbsp;
Bastard Sword	Dark Souls 3 Wiki	Weapons	Greatswords	A widely-used heavy greatsword normally wielded with two hands. <br><br>Broad horizontal sweeping attacks make this sword effective against multiple enemies, but unwieldy in narrow spaces.<br><br>Skill: Stomp<br>Use one's weight to lunge forward with a low stance and increased poise, and follow with a strong attack for an upward slash.
Morning Star	Dark Souls 3 Wiki	Weapons	Hammers	Hammer with a sharp spike on its pommel. One of the more barbaric cleric weapons.<br>The sharp thorns allow this strike weapon to induce bleeding.<br><br>Skill: Perseverance<br>Assume an unfaltering stance of prayer to temporarily boost poise. Damage reduced while activated.
Tailbone Short Sword	Dark Souls 3 Wiki	Weapons	Daggers	Twisted dagger&nbsp;favored by the wretched, failed prisoners of Irithyll Dungeon.
Large Club	Dark Souls 3 Wiki	Weapons	Great Hammers	Large wooden club. Requires considerable strength to wield.<br><br>Characterized by savage leaping attacks. Its weight makes it easier to break the guard of shields.<br><br>Skill: Warcry<br>Let out a spirited warcry that temporarily boosts attack, and enables a special consecutive strong attack.
Witch's Locks	Dark Souls 3 Wiki	Weapons	Whips	A whip fashioned from the black hair of a daughter of the Witch of Izalith, creator of the Flame of Chaos.<br><br>The long, shining locks woven together to create this whip are imbued with the essence of fire, which can be channeled through the use of its skill.&nbsp;<br><br>Skill: Flame Whip<br>Temporarily coat the whip in fire, the self-same fire as that which consumed the Witch herself, it is said.
Sunlight Talisman	Dark Souls 3 Wiki	Weapons	Talismans	The Knight of Sunlight's personal talisman for casting miracles of the Gods.<br><br>The talisman bears the Knight's own holy illustration, an emblem of his unwavering faith. Use of the talisman's Skill fills the user with similar steadfastness.<br><br>Skill: Unfaltering Prayer<br>Temporarily increases poise while casting miracles, preventing enemy attacks from interrupting prayer. Works while equipped in either hand.
Lothric's Holy Sword	Dark Souls 3 Wiki	Weapons	Straight Swords	Prince Lothric's straight sword, blessed by Emma with potent magic.&nbsp;<br><br>Young Lothric was meant to be a champion, and was expected to wield this platinum sword, but some things will remain distant dreams forever.<br><br>Skill: Sacred Lothric Light<br>Assume stance to imbue sword with sacred light, and use strong attack to release light &nbsp;together with a great thrust of the sword.
Club	Dark Souls 3 Wiki	Weapons	Hammers	A simple wooden club. Characterized by savage leaping attacks.<br><br>This crude bladeless strike weapon is effective against most foes, and can break the guard of a shield.<br><br>Skill: Warcry<br>Let out a spirited warcry that temporarily boosts attack, and enables a special consecutive strong attack.
Darkdrift	Dark Souls 3 Wiki	Weapons	Katanas	A cursed sword with an unseen blade, the choice weapon of Yuria of Londor.<br><br>Yuria, a mentor of the Sable Church and accomplished&nbsp;swordswoman, is said to have claimed a hundred lives with this weapon.&nbsp;<br><br>Skill: Darkdrift<br>Aim carefully, and pierce with a large forward lunge. The unseen&nbsp;blade penetrates straight through shields, for nothing can defend&nbsp;from Darkdrift.
Great Scythe	Dark Souls 3 Wiki	Weapons	Reapers	Attacks with this large scythe, normally used for crop harvesting, are effective at breaking past shields.<br><br>The magnificent sharp curved blade instills fear in opponents. Perhaps it is their survival instinct at work.<br><br>Skill: Neck Swipe<br>This attack aims for the scruff of a foe's neck, and when successful, functions as a head shot, inflicting heavy damage.
Mace	Dark Souls 3 Wiki	Weapons	Hammers	Iron hammer designed for use in battle. A common weapon for clerics.<br><br>This bladeless strike weapon is effective against most foes, and can break the guard of a shield.<br><br>Skill: Perserverance<br>Assume an unfaltering stance of prayer to temporarily boost poise. Damage reduced while activated.
Carthus Curved Sword	Dark Souls 3 Wiki	Weapons	Curved Swords	Curved sword of Carthus swordsmen. <br><br>This weapon's thick, heavy blade is crafted to cause bleeding, and requires ample strength and dexterity to wield effectively, suggesting that the swordsmen of Carthus were amongst the mightiest.<br><br>Skill: Spin Slash<br>Slice into foes with a large spinning motion, and continue spinning to transition into strong attack.
Pickaxe	Dark Souls 3 Wiki	Weapons	Great Hammers	Tool used by a miner for digging up earth. Not intended for use in battle. <br><br>Yet the strong downward swing of this tool once shattered large boulders, and easily punctures weaker armor. <br><br>Skill: Galvanize <br>Temporarily boosts stamina recovery speed by sheer force of will, which an old miner needed to get through the day.
Dragonslayer Greataxe	Dark Souls 3 Wiki	Weapons	Greataxes	Melted iron greataxe that once formed part of the Dragonslayer Armour.<br><br>Thickly imbued with the power of lightning. Use skill to draw upon the techniques used to slay the archdragons.<br><br>Skill: Falling Bolt<br>Hold axe high in the air to gather fierce lightning, and smash ground to whip the bolts to the ground.
Halberd	Dark Souls 3 Wiki	Weapons	Halberds	This long-hilted weapon mixing spear and axe is difficult to handle, requiring both strength and dexterity<br><br>Can be thrust like a spear or swept sideways like an axe, making it a versatile weapon effective against multiple foes.<br><br>Skill: Charge<br>Hold spear at waist and charge at foe. Use strong attack while charging to extend the length of the charge.
Murky Hand Scythe	Dark Souls 3 Wiki	Weapons	Daggers	A short-shafted hand scythe wielded by the murkmen who rise from the depths.<br><br>Enveloped by a black dampness, and imbued with the strength of dark
Saint Bident	Dark Souls 3 Wiki	Weapons	Spears & Pikes	A silver bident decorated by a holy symbol, formerly wielded by Saint Klimt. He discarded this weapon, that draws upon one's faith, on the day that he put his own faith behind him. <br><br>Skill: Charge <br>Hold spear at waist and charge at foe. Use strong attack while charging to extend the length of the charge.
Carthus Shotel	Dark Souls 3 Wiki	Weapons	Curved Swords	Strangely curved sword crafted to cause bleeding, wielded by Carthus swordsmen.<br><br>Shaped to sneak around the defenses of shields, this sword requires ample dexterity to wield effectively.<br><br>Skill: Spin Slash<br>Slice into foes with a large spinning motion, and continue spinning to transition into strong attack.
Onyx Blade	Dark Souls 3 Wiki	Weapons	Ashes of Ariandel Weapons	Elfriede, the eldest amongst her sisters and leader of the Sable Church, bestowed this sword to her knight.&nbsp;Only, the sword was a farewell gift, and acceptance signified the knight's resignation from Elfriede's service.
Murky Longstaff	Dark Souls 3 Wiki	Weapons	Staves	The long-handled staff wielded by the murkmen who rise from the depths.
Friede's Great Scythe	Dark Souls 3 Wiki	Soul Transposition	Boss Soul Weapons	A great scythe wielded by Sister Elfriede, with a curved blade thinly coated by Painted World frost that easily breaks the guard of shields.
Blacksmith Hammer	Dark Souls 3 Wiki	Weapons	Hammers	Metal hammer passed down amongst blacksmiths of the shrine. Serves as a strike weapon, but also excels at reducing poise and breaking the guard of a shield.<br><br>Of course, a hammer's true potential is realized in the hands of a blacksmith.<br><br>Skill: Perseverance<br>Assume an unfaltering stance of prayer to temporarily boost poise. Damage reduced while activated.
Demon's Scar	Dark Souls 3 Wiki	Weapons	Flames	This chaotic thing, the last flame kindled by a demon prince, is shaped like the claw marks of a demon.<br><br>It is both a fiery bladed weapon, and pyromancy flame.
Crow Talons	Dark Souls 3 Wiki	Weapons	Ashes of Ariandel Weapons	Talons used by Corvian Knights. Inflicts five perpendicular slashes, causing heavy bleeding.
Black Bow of Pharis	Dark Souls 3 Wiki	Weapons	Bows	A black longbow named after a hero of old, known for the unusual stance from which it is fired. <br><br>Has a longer range than standard bows, but successful usage requires a trained, dexterous hand.<br><br>Skill: Pharis Triple-shot<br>Swiftly nocks three arrows with finesse after drawing the bow, firing them simultaniously.&nbsp;
Barbed Straight Sword	Dark Souls 3 Wiki	Weapons	Straight Swords	Sword of Longfinger Kirk, the infamous Knight of Thorns. This sword's blade is lined with countless deadly thorns.<br><br>The thorns of this ominous weapon induce heavy bleeding.<br><br>Skill: Stance<br>While in stance, use normal attack to break a foe's guard from below, and strong attack to slash upwards with a forward lunge.
Valorheart	Dark Souls 3 Wiki	Weapons	Ashes of Ariandel Weapons	Weapon once wielded by the Champion of the Undead Match. A special paired set consisting of a broad sword and a lion shield.
Pontiff Knight Curved Sword	Dark Souls 3 Wiki	Weapons	Curved Swords	Curved sword wielded by the Pontiff’s knights, frigid spirits that linger in Irithyll.<br><br>The large blade appears to be eaten away by insects, making it lightweight but also brittle.<br><br>Skill:&nbsp;Frost Blade<br>Execute large spinning motion to embue blade with frost, and follow through with a strong attack that slashes with a giant blade made of frost.
Drakeblood Greatsword	Dark Souls 3 Wiki	Weapons	Greatswords	Greatsword wielded by an order of knights who venerate dragon blood.<br><br>This sword, its blade engraved with script symbolizing dragon blood, inflicts magic and lightning damage.<br><br>Skill: Stance<br>While in stance, use normal attack to break a foe’s guard from below, and strong attack to slash upwards with a forward lunge.<br><br>
Heysel Pick	Dark Souls 3 Wiki	Weapons	Hammers	Choice weapon of Yellowfinger Heysel, a Finger of Rosaria and xanthous scholar.<br><br>It`s both a weapon and sorcery staff. The gold specks are remnants of lost sorceries.<br><br>Skill: Steady Chant<br>For a short moment, boost the strength of sorceries.
Saint-tree Bellvine	Dark Souls 3 Wiki	Weapons	Chimes	Sacred chime for casting miracles of the Gods. A bellvine cut from a small saint-tree that has been meticulously tended to. <br><br>Saint-tree bellvines are customary in the far north, and allow for faster casting than ordinary sacred chimes. <br><br>Skill: Gentle Prayer <br>Recovers HP for a period of time, albeit extremely slowly. Works while equipped in either hand.
Old King's Great Hammer	Dark Souls 3 Wiki	Weapons	Great Hammers	Great Hammer of the Old Demon King.<br><br>This weapon has survived since old Izalith, and is imbued with remnants of the Chaos Flame.<br><br>Skill: Molten Perseverance<br>Anchor weapon in earth to temporarily boost poise, and use strong attack to repeatedly stab earth to trigger molten explosions.
Black Knight Sword	Dark Souls 3 Wiki	Weapons	Greatswords	Greatsword wielded by the Black Knights who wander the lands. Designed to face chaos demons.<br><br>The Black Knights constantly faced foes larger than themselves, and this sword's unique attack greatly reduces enemy poise.<br><br>Skill: Perseverance<br>Raise sword in the name of the First Lord to temporarily boost poise. Damage reduces while activated.
Brigand Twindaggers	Dark Souls 3 Wiki	Weapons	Daggers	These paired daggers are the preferred weapons of the brigands of a distant land. <br><br>When two-handed, the wielder holds a blade in each hand, allowing for divergent attacks that include left-handed moves. <br><br>Skill: Quickstep <br>Instantly step behind or around the side of foes. Especially effective when locked on to target.
Hand Axe	Dark Souls 3 Wiki	Weapons	Axes	A crude hand-axe that serves both as a weapon, and a tool of many uses.<br><br>Favored by pyromancers of the Great Swamp, this axe has a short range but only moderate weight, and reasonable damage. Easily wielded, and more powerful than it appears.<br><br>Skill: Warcry<br>Let out a spirited warcry that temporarily boosts attack.
Thrall Axe	Dark Souls 3 Wiki	Weapons	Axes	Small hand axe used by Lothric slaves. <br><br>A cunning weapon for a cunning lot, this axe is quick and deadly.<br><br>Skill: Quickstep<br>Instantly step behind or around the side of foes. Especially effective when locked on to target.
Executioner's Greatsword	Dark Souls 3 Wiki	Weapons	Greatswords	Greatsword of a debauched executioner used for beheadings. <br><br>This sword retains a keen memory of its executioner's duty, and absorbs FP from each fallen foe. <br><br>Skill: Stomp <br>Use one's weight to lunge forward with a low stance and increased poise, and follow with strong attack for a spinning slash.
Aquamarine Dagger	Dark Souls 3 Wiki	Weapons	Daggers	A dagger fitted with aquamarine crystal.<br><br>Engraved with a prayer in the old tongue to ward off incident. Perhaps it was a parting gift given to one sent off on great travels.
Pyromancy Flame	Dark Souls 3 Wiki	Weapons	Flames	Flame catalyst used by pyromancers. <br><br>Equip a pyromancy flame to utilize pyromancy. Pyromancies must be attuned at a bonfire before use.<br><br>Skill: Combustion<br>Creates a powerful flame in the wielder's hand. One of the most basic pyromancies, and for this very reason, the flame created is fierce. Works while equipped in either hand.
Gargoyle Flame Spear	Dark Souls 3 Wiki	Weapons	Spears & Pikes	Stone torch spear wielded by gargoyles of the Profaned Capital.<br><br>The Profaned Flame, which never goes out, imbues this weapon with a fire attack.&nbsp;<br><br>Skill: Kindled Charge<br>Hold spear at waist and charge at foe, using the momentum to transition to a fiery strong attack.&nbsp;
Twin Princes' Greatsword	Dark Souls 3 Wiki	Weapons	Greatswords	Sword forged from the reunion of the inseparable swords born from the souls of Lothric and Lorian, the twin princes.<br><br>Their union is rooted in a curse, and perpetuated by grief.<br><br>Skill: Sacred Light and Flame<br>While in stance, use normal attack to cast Sacred Lothric Light, and strong attack to cast Flame of Lorian.&nbsp;
Dark Hand	Dark Souls 3 Wiki	Weapons	Fist & Claws	Weapon that allows its wielder to evoke an art unique to Londor, the land of the Hollow. It is also said to be an ancient relic of a Primordial Serpent.<br><br>The Dark Hand mercilessly saps the essence of its victims, and can also double as a special shield. Cannot be used two-handed.<br><br>Skill: Lifedrain<br>Embrace the victim and steal their HP. Can only be used against humans.&nbsp;
Claw	Dark Souls 3 Wiki	Weapons	Fist & Claws	Weapon favored by intelligencers of an eastern land. The lacerations it infllicts do not mend easily.<br><br>When two-handed, claws are equipped to each hand.<br><br>Skill: Leaping Slash<br>Perform a forward leaping slash at the opponent's head. When succesful, functions as a head shot, inflicting heavy damage.&nbsp;<br><br><br>
Man Serpent Hatchet	Dark Souls 3 Wiki	Weapons	Axes	Hatchet of the serpent men guarding Archdragon Peak.&nbsp;Has a unique, curved blade that can sneak past shields.<br><br>Skill: Warcry<br>Let out a spirited warcry that temporarily boosts attack, and pierce through shields to inflict direct damage.
Rotten Ghru Curved Sword	Dark Souls 3 Wiki	Weapons	Curved Swords	A crude, half-rotten curved sword.&nbsp;&nbsp;<br><br>Choice weapon of the blunt-horned Ghrus, descendants of the acolytes of Farron Keep.&nbsp;The rancid blade is drenched in rotten waste, making it acutely poisonous.<br><br>Skill: Spin Slash<br>Slice into foes with a large spinning motion, and continue spinning to transition into strong attack.
Broadsword	Dark Souls 3 Wiki	Weapons	Straight Swords	A straight sword with a broad blade designed for slashing.<br><br>A large sweeping attack makes this effective against crowds, but is prone to deflection from walls in narrow spaces.<br><br>Skill: Stance<br>While in stance, use normal attack to break a foe's guard from below, and strong attack to slash upwards with a forward lunge.
Onislayer Greatbow	Dark Souls 3 Wiki	Weapons	Greatbows	A unique greatbow handed down in an eastern land, where tales are told of its use in slaying giant horned oni.<br><br>Drawing a bow of this size takes time, and leaves the user vulnerable. Only specialized great arrows can be fired from the bow.<br><br>Skill: Puncturing Arrow<br>Masterfully fires off a great arrow that pierces through all enemies in its path, inflicting damage.
Witchtree Branch	Dark Souls 3 Wiki	Weapons	Staves	The branch of a large, well-tended witchtree, used as a sorcery catalyst.<br><br>Witchtree staves are customary in the far north, and allow for faster casting than ordinary catalysts.<br><br>Skill: Steady Chant<br>Boost the strength of sorceries for a very short period. Works while equipped in either hand.
Light Crossbow	Dark Souls 3 Wiki	Weapons	Crossbows	Standard crossbow wielded by common soldiers. Must be readied before firing.<br><br>Bolts must be equipped in order to use crossbows. Up to two kinds of bolt can be equipped at a time, and these can be switched between as necessary.<br><br>Skill: Tackle<br>Lunge into a shoulder tackle, pushing back enemies to create distance.
Zweihander	Dark Souls 3 Wiki	Weapons	Ultra Greatswords	Ultra greatsword with a large, long blade. Wielded with two hands, yet still requiring great strength due to its weight.&nbsp;<br><br>Execute powerful attacks that take advantage of its weight, or utilize its sharp blade in thrust attacks.<br><br>Skill: Stomp<br>Use one's weight to lunge forward with a low stance and increased poise, and follow with strong attack for an upward slash.
White Hair Talisman	Dark Souls 3 Wiki	Weapons	Talismans	Talisman made from a lock of white hair.<br><br>This lock of hair belonged to a deformed member of the chaos witches, mothers of the art of pyromancy. Fashioned into a talisman, it enables the wielder to cast both miracles and pyromancies.<br><br>Skill: Combustion<br>Creates a powerful flame in the wielder's hand. One of the most basic pyromancies, and for this reason, the flame created is fierce. Works while equipped in either hand.
Arbalest	Dark Souls 3 Wiki	Weapons	Crossbows	The largest crossbow, and suitably powerful for its size. <br><br>The bow string is made of metal, requiring great strength to fire. <br><br>Skill: Tackle <br>Lunge into a shoulder tackle pushing back enemies to create distance.
Dancer's Enchanted Swords	Dark Souls 3 Wiki	Weapons	Curved Swords	Paired enchanted swords that Pontiff Sulyvahn bestowed upon the Dancer of the Boreal Valley. These blades, symbollic of the Dancer's vows, are enchanted with dark magic in the right hand, and fire in the left, mirroring the Pontiff.<br><br>Skill: Dancer's Grace<br>Unleash the fury of both blades in a dancing spin motion and use strong attack to continue the performance until stamina is exhausted.&nbsp;
Sunlight Straight Sword	Dark Souls 3 Wiki	Weapons	Straight Swords	Straight sword imbued with the strength of lightning.<br><br>This featureless long sword contains the very power of the sun. Perhaps is a relic of one-sided adoration.<br><br>Skill: Oath of Sunlight<br>Raise the sword aloft when praising the sun to boost attack and damage absorption for self and allies in vicinity. The warriors of sunlight are co-operators from an ancient age.&nbsp;<br><br>
Pike	Dark Souls 3 Wiki	Weapons	Spears & Pikes	Long spear with a very long hilt. Designed for long-range thrusting. Has the longest range of the non-projectile weapons, but its very length makes it unwieldy in certain situations.<br><br>Skill: Charge<br>Hold spear at waist and charge at foe. Use strong attack while charging to extend distance.&nbsp;
Ringed Knight Paired Greatswords	Dark Souls 3 Wiki	Weapons	Ultra Greatswords	Paired black greatswords wielded by the Ringed Knights.<br>The arms of early men were forged in the Abyss, and betray a smidgen of life. For this the gods cast a seal of fire upon such weapons, and those who possessed them.
Lothric Knight Sword	Dark Souls 3 Wiki	Weapons	Straight Swords	A well-crafted straight sword designed for thrusting attacks, wielded by the venerable Knights of Lothric. <br><br>The Knights of Lothric, with their drakes, once crushed anything that threatened their shores. Of course, that was a long, long time ago.<br><br>Skill: Stance<br>While in stance, use normal attack to break a foe's guard from below, and strong attack to slash upwards with a forward lunge.&nbsp;
Great Machete	Dark Souls 3 Wiki	Weapons	Greataxes	This giant machete has a slash attack, and is a worker's tool in the Undead Settlement.<br><br>This dismantling tool was not originally intended for use in battle.<br><br>Skill: Sharpen<br>Scrape the blade to sharpen and enable a cleaner cut.
Partizan	Dark Souls 3 Wiki	Weapons	Spears & Pikes	Spear with blade attached to broad point. Long reach, and can be used with shield up. Attacks faster with shield down.<br><br>This weapon can utilize its blade for slicing attacks, and is generally adaptable to many situations, but in cramped quarters, its slices ricochet off walls.<br><br>Skill: Spin Sweep<br>Sweep foes in a large spinning motion, and utilize momentum to transition into an overhanded strong attack smash.
Yorshka's Spear	Dark Souls 3 Wiki	Weapons	Spears & Pikes	This treasure, gifted to the Yorshka Church, is enchanted with a soporific spell, and was surreptitiously worshiped by Irithyll slaves.&nbsp;<br><br>As a weapon, it is part spear and part hammer, the former allowing thrusting, and the latter allowing strikes.<br><br>Skill: Pacify<br><br>With a prayer and an offering of this spear, temporarily wear down enemy FP with each strike.
Sellsword Twinblades	Dark Souls 3 Wiki	Weapons	Curved Swords	Paired scimitars used by certain sellswords. The scimitars' sharp blades make for effective slashing attacks, but fare poorly against metal armor and tough scale-covered hides. <br><br>With a scimitar in each hand, the wielder can vary their onslaught with unique left-handed attacks when in the proper stance. <br><br>Skill: Spin Slash <br>Slice into foes with a large spinning motion, and continue spinning to transition into a strong attack
Fume Ultra Greatsword	Dark Souls 3 Wiki	Weapons	Ultra Greatswords	This twisted sword, the heaviest of all ultra greatswords, resembles black slate.<br><br>This weapon, said to belong to a traitor from long ago, was so heavy that it found no owner, and became a forgotten relic of history.<br><br>Skill: Stomp<br>Use one's weight to lunge forward with a low stance and increased poise, and follow with a crushing strong attack.
Cleric's Candlestick	Dark Souls 3 Wiki	Soul Transposition	Boss Soul Weapons	Candle stick used as both sword and catalyst. Used for worship by the Deacons of the Deep. <br><br>The deacons, under the guidance of Archdeacon McDonnell, became both Clergymen and sorcerers. <br><br>Skill: Guiding Light <br>A candle provides a temporary source of light which reveals additional guidance.
