item	site	category	subcategory	description
Great Scythe	Dark Souls Wiki	Weapons	Halberds	"<em>Weapon with a long curved blade. Converted from a wheat-harvesting tool.</em> <br> <em>The magnificent sharp curved blade instills fear in opponents. Perhaps it is their survival instinct at work.""</em>"
Warpick	Dark Souls Wiki	Weapons	Hammers	"Hammer with a large beak-shaped pommel. Originally a pickaxe; redesigned for battle."" <br>""This simple but deadly weapon hits heavily with thrust damage, such that it easily cracks metal armor."""
Shortsword	Dark Souls Wiki	Weapons	Straight Swords	"This small straight sword is widely used, to an extent only matched by the longsword.""<br> ""An accessible sword which inflicts consistent regular damage and high slash damage, making it applicable to a variety of situations."""
Club	Dark Souls Wiki	Weapons	Hammers	"A simple wooden club. This simple bladeless strike weapon is effective against most foes, is easily handled, and can break the guard of a shield."" <br>""However, a single miss makes one wide open, so timing and proximities are crucial."
Ricard's Rapier	Dark Souls Wiki	Weapons	Piercing Swords	"<em>A rapier with intricate decorations. Chosen weapon of the famous Undead Prince Ricard. Ricard's exploits are told in a monomyth.""</em><br> <em>""He was born into royalty, but wandered the lands in a fateful ill-conceived journey. He became Undead and disappeared up North.""<br></em>"
Hand Axe	Dark Souls Wiki	Weapons	Axes	"<em>Small hand axe. Appears identical to a lumberjack's tool, but has an ideal weight and strength, and is easy to handle.</em> <br> <em>One wrong swing leaves the wielder wide open, so timing and proximity to the enemy must be judged carefully.""</em>"
Tin Banishment Catalyst	Dark Souls Wiki	Weapons	Catalysts	"Catalyst of the banishment sorcerers who flooded New Londo to seal off away the Darkwraiths and the Kings who fell to Dark. In contrast to other catalysts, the metal catalyst qualifies as a weapon, as it inflicts physical damage, however small."""
Caestus	Dark Souls Wiki	Weapons	Fist Weapons	"<em>The weapon augments one's bare hands with thick, studded leather.</em> <br> <em>The Caestus has a short reach, but quick cool down. Amount of damage inflicted is dependent on its wearer's strength.""</em>"
Titanite Catch Pole	Dark Souls Wiki	Weapons	Halberds	"Weapon of the titanite demon, a faceless stone monster born from titanite slab. <br>One of the enchanted weapons, perhaps from residual power of the titanite slab. <br>Known for its leaping attack which comes smashing down on foes from above."""
Black Knight Sword	Dark Souls Wiki	Weapons	Greatswords	"<em>""Greatsword of the Black Knights who wander Lordran. Used to face chaos demons.""</em><br> <em>""The Large motion that puts the weight of the body into the attack reflects the great size of their adversaries long ago.""</em>"
Man-Serpent greatsword	Dark Souls Wiki	Weapons	Greatswords	"<br>""This single-bladed blood-stained greatsword is the choice weapon of the slithering serpent men of Sen's Fortress.""<br> ""An ordinary human will have great difficulty swinging this heavy beast effectively."""
Hammer of Vamos	Dark Souls Wiki	Weapons	Hammers	<em>Metal hammer of Vamos, a skeleton blacksmith deep within the Catacombs who rarely speaks.</em> <br> <em>Can be used as a strike weapon, but better left in the hands of its talented owner.</em>
Rapier	Dark Souls Wiki	Weapons	Piercing Swords	"Standard thrusting sword. Regular one-handed attack can be delivered with shield held up. Can parry with use of left hand.&nbsp;Thrusting attacks pierce and are effective against foes with hard exteriors, but the wielder is left open to damage after a swing."""
Sorcerer's Catalyst	Dark Souls Wiki	Weapons	Catalysts	"<em>Sorcery catalyst used by sorcerers of Vinheim Dragon School. Equip catalyst to use sorceries. Attune sorceries from a scroll at a bonfire. Most sorceries have&nbsp; limited number of uses.""</em>"
Stone Greataxe	Dark Souls Wiki	Weapons	Great Axes	"Greataxe borne by the stone knights who guard the forest Sanctuary.<br> This greataxe, requiring inhuman strength to wield and more fitted to manual labor than battle, is nevertheless completely lethal."""
Parrying dagger	Dark Souls Wiki	Weapons	Daggers	"This dagger is useful after parrying and is normally equipped in the left hand.""<br>""A favorite of the knights of Carim, who are famous for fighting without a shield.""<em><br></em>"
Oolacile Catalyst	Dark Souls Wiki	Weapons	Catalysts	Sorcery catalyst of the lost land of Oolacile. Formed by enchanted whitebark branches.
Oolacile Ivory Catalyst	Dark Souls Wiki	Weapons	Catalysts	"<em>Sorcery catalyst of lost land of Oolacile. Formed by enchanted whitebark branches. The whitebark boosts sorcery adjustment, but the sorceries of this lost land are gentle and not affected by intelligence."" </em>"
Bastard Sword	Dark Souls Wiki	Weapons	Greatswords	"This standard greatsword is normally wielded with two hands due to its great weight.""<br> ""Usually swung in large arcs and effective against multiple foes. Far from ideal when fighting in tight quarters."
Heavy Crossbow	Dark Souls Wiki	Weapons	Crossbows	"<em>Powerful large crossbow. While bows require both hands, a crossbow is held in one, but arming each bolt takes time.""</em>"
Server	Dark Souls Wiki	Weapons	Curved Greatswords	"A curved greatsword used in a mysterious ancient rite.<br> Imbued with a frightful occult energy which restores HP with each hit.""<br>&nbsp;"
Manus Catalyst	Dark Souls Wiki	Weapons	Catalysts	"<em>A sorcery catalyst born from the soul of <a href=""/Manus%2C+Father+of+the+Abyss"">Manus, Father of the Abyss</a>. A rough, old wooden catalyst large enough to be used as a strike weapon. Similar to the Tin Crystallization Catalyst, it boosts the strength of sorceries, but limits the number of castings. ""</em>"
