item	site	category	subcategory	description
Meteorite of Astel	Elden Ring Wiki	Magic	Sorceries	"One of the glintstone sorceries that manipulates gravitational forces. Summons a void that emits a hail of meteorites. Hold to continue the effect. A manifestation of the power with which Astel leveled the Eternal City. 
"
Immutable Shield	Elden Ring Wiki	Magic	Incantations	"One of the incantations of the Golden Order fundamentalists.
Enchants shield held in the left hand with the light of regression, 
increasing all forms of non-physical damage negation and ailment 
resistance.
Two concepts form the basis for Golden Order fundamentalism.
One is the law of regression, to which this incantation relates.
"
Howl of Shabriri	Elden Ring Wiki	Magic	Incantations	"Incantation originating from the maddening Three Fingers.
Releases a maddening shriek that causes madness buildup in foes 
nearby.
This incantation also causes madness buildup in the caster and 
makes enemies more likely to target them.
It is said that the sickness of the flame of frenzy began with 
Shabriri, the most reviled man in all history.
"
Magma Shot	Elden Ring Wiki	Magic	Sorceries	"One of the sorceries developed from the magma of Mt. Gelmir.
Fires a lump of magma that explodes on contact. 
Charging enhances potency.
After discovering the ancient hexes of Gelmir, Rykard, son of Queen Rennala, brought them back into practical use as new forms of sorcery.
"
Triple Rings of Light	Elden Ring Wiki	Magic	Incantations	"One of the incantations of the Golden Order fundamentalists. Produces three rings of light and fires them forwards. The rings of light return to a position close to the caster before disappearing. This incantation can be cast repeatedly. A gift from the young Miquella to his father, Radagon. 
"
Giantsflame Take Thee	Elden Ring Wiki	Magic	Incantations	"One of the incantations that draws directly from the power of the
Fire Giants.
Hurls a massive ball of raging fire.
Charging enhances potency and causes the ball of fire to explode.
There is no record of this incantation in common prayerbooks.
Only a select few prelates know of its existence.
"
Starlight	Elden Ring Wiki	Magic	Sorceries	"One of the glintstone sorceries of the Academy of Raya Lucaria.
Creates a small, floating star light that illuminates surroundings.
This sorcery can be cast while in motion.
Granted to sorcerers who depart from the academy to embark on journeys. Even during the blackest nights, sojourns underground, or imprisonment in gaol, the stars are never far from a sorcerer's side.
"
Fire's Deadly Sin	Elden Ring Wiki	Magic	Incantations	"Incantation originating from a deeply ominous prophecy.
Sets both the caster and the surrounding area ablaze with raging flames. The caster's body will remain engulfed in flame for a while, burning them and any who draw near. Charging enhances potency.
The prophet despaired, looking up at the Erdtree, for soon the kindling would burst into flame, bringing ruin.
""The burning of the Erdtree is the first cardinal sin. That is not the domain of mere men.""
"
Erdtree Heal	Elden Ring Wiki	Magic	Incantations	"One of the ancient Erdtree incantations.
Heals a vast amount of HP for the caster and nearby allies.
Hold to continue praying and delay activation.
The Erdtree once flourished with abundance - yet it was only for
a fleeting moment. Such is the course of all life.
"
Rock Sling	Elden Ring Wiki	Magic	Sorceries	"One of the glintstone sorceries that manipulates gravitational forces. 
Pulls a clump of rocks from the earth and sends them flying. This sorcery can be cast while in motion.
A gravitational technique studied by the young Radahn. His master was an Alabaster Lord with skin of stone. 
"
Gurranq's Beast Claw	Elden Ring Wiki	Magic	Incantations	"Superior incantation taught by Gurranq, the Beast Clergyman.
Creates beast claws that rend surroundings with shockwaves.
Long ago, Gurranq was a beast of such terrifying ferocity that his
former name meant ""Death of the Demigods.""
Notes:
"
Rennala's Full Moon	Elden Ring Wiki	Magic	Sorceries	"Sorcery associated with the Carian queen.
Uses the caster as a vessel to incarnate a full moon, then sends it floating toward foes. The full moon dispels all sorcery that touches it, and temporarily reduces magic damage negation for those it strikes.
Queen Rennala encountered this enchanting moon when she was young, and later, it would bewitch the academy.
"
Ancient Dragons' Lightning Strike	Elden Ring Wiki	Magic	Incantations	"A secret incantation of the capital's ancient dragon cult.
Summons a red bolt of lightning that scatters and spreads around
the surrounding area.
Charging enhances the range of the lightning bolt.
Spoken of in legend, red lightning is the weapon wielded by the
ancient dragons.
"
Rykard's Rancor	Elden Ring Wiki	Magic	Sorceries	"The terrible power of Rykard, Lord of Blasphemy. 
Summons searing spirits that leave a trail of delayed explosions in their wake.
These spirits manifest from the rancor of heroes who met a violent end. The lord granted them an audience, whereupon they were welcomed by the maw of the great serpent -- and within the serpent's bowels, they became the lord's kin. 
"
Aspects of the Crucible: Breath	Elden Ring Wiki	Magic	Incantations	"One of the ancient Erdtree incantations.
Creates a throat pouch on the caster's neck, allowing them to spew
fiery breath while walking.
Charging increases duration of the breath.
This is a manifestation of the Erdtree's primal vital energies - an
Aspects of the primordial crucible, where all life was once blended
together.
"
Shatter Earth	Elden Ring Wiki	Magic	Sorceries	"One of the glintstone sorceries of the Academy of Raya Lucaria.Imbues the ferrule of the caster's staff with magic, then thrusts it into the ground to create a magical shockwave.Allows one follow-up attack.A Stonedigger sorcery used by the glintstone miners of the crystal tunnel. At the academy, use of this sorcery was a stigma that marked out failed scholars.
"
Carian Slicer	Elden Ring Wiki	Magic	Sorceries	"One of the sorceries of the Carian royal family.
Conjures a magic sword and delivers a swift sweeping slash.This sorcery can be used without delay after performing anotheraction.
Even among the Carian sword sorceries, this is a notably effective technique.
"
Tibia's Summons	Elden Ring Wiki	Magic	Sorceries	"Sorcery of the servants of Death.Summons a group of Those Lost in Death.Three skeletons will appear some distance from the caster and attack foes before disappearing.The dead have long been left to wander; what they need is leadership.
"
Carian Greatsword	Elden Ring Wiki	Magic	Sorceries	"One of the sorceries of the Carian royal family.Conjures a magic greatsword and then delivers a sweeping blow.This sorcery can be cast repeatedly.Armed with this spell, sorcerers gain the strength of knights, their loyalty sworn to the moon.
"
Noble Presence	Elden Ring Wiki	Magic	Incantations	"Ancient power of the Godskin Nobles.
Thrust out belly with gusto to produce a shockwave that knocks
back nearby foes.
Charging enhances potency, knocking enemies into the air.
Once a sign of the gods' wrath, this incantation became a trophy
of the Nobles' god hunt.
"
Aspects of the Crucible: Horns	Elden Ring Wiki	Magic	Incantations	"One of the ancient Erdtree incantations.
Creates a mighty horn on the caster's shoulder to gore foes from a low stance.
Charging allows the caster to barrel into foes before delivering the final attack.
This is a manifestation of the Erdtree's primal vital energies - an aspect of the primordial crucible, where all life was once blended together.
"
Dragonfire	Elden Ring Wiki	Incantations	+	"One of the incantations of Dragon Communion.
Transforms caster into a dragon to spew flaming breath. Charging extends duration.
Incantation of those who have hunted dragons and feasted upon their hearts. Theirs is a pure and overwhelming power.
"
Swarm of Flies	Elden Ring Wiki	Magic	Incantations	"A Blood Oath incantation, shared from the Lord of Blood's power. Releases a swarm of bloodflies before the caster to assault foes. The vile swarm deals damage and builds up onset of blood loss. This incantation can be cast while in motion. The new palace of the Lord of Blood lies in a swamp of festering blood, and these flies are said to spawn from excrement in that land. 
"
Litany of Proper Death	Elden Ring Wiki	Magic	Incantations	"One of the incantations of the Golden Order fundamentalists.
Used by hunters of Those Who Live in Death.
Creates an image of Order, dealing holy damage to nearby foes.
This incantation is especially damaging to Those Who Live in 
Death. Any felled by this incantation cannot be revived.
The role of the hunters is to stamp out defiled reason — all for the 
perfection of the Golden Order.
"
Gavel of Haima	Elden Ring Wiki	Magic	Sorceries	"One of the glintstone sorceries of the Academy of Raya Lucaria.Creates a magical greathammer and slams it down.Allows one follow-up attack.Drawn from the scholarly conspectus of Haima, the adjudicator of the academy, this sorcery employs might as a means to quell conflict.
"
Collapsing Stars	Elden Ring Wiki	Magic	Sorceries	"One of the glintstone sorceries that manipulates gravitational forces.
Fires numerous gravitational projectiles. Any foes struck will be pulled toward the caster. Charging enhances potency.
A gravitational technique mastered by the young Radahn. ""I thank you for your tutelage, for now I can challenge the stars.""
"
Fia's Mist	Elden Ring Wiki	Magic	Sorceries	"Sorcery of Fia, the Deathbed Companion. Creates a deathly mist before the caster, which inflicts Death blight upon those who enter. This sorcery can be cast while in motion. Charging enhances range of the mist. This sorcery was developed to oppose the Roundtable Hold, and is effective only against the Tarnished. 
"
Lightning Spear	Elden Ring Wiki	Magic	Incantations	"One of the incantations of the capital's ancient dragon cult. Summons a lightning spear and hurls it before the caster.Charging causes a lightning bolt to strike the point of impact.Long ago, Godwyn the Golden defeated the ancient dragon Fortissax, and befriended his fallen foe — an event that gave rise to the ancient dragon cult in the capital.
"
Rock Blaster	Elden Ring Wiki	Magic	Sorceries	"One of the glintstone sorceries of the Academy of Raya Lucaria.
Imbues the ferrule of the caster's staff with magic, then thrusts itinto the ground to create a massive magical shockwave.
Hold to continue moving without striking the ground, and thenpush the end of the staff into enemies.
An enhanced version of the glintstone miners' Stonediggersorcery.
"
Rejection	Elden Ring Wiki	Magic	Incantations	"Incantation of the Two Fingers' faithful.
Produces a shockwave that knocks back nearby foes.
Charging increases the size of the shockwave.
Hark, Tarnished! If you truly walk in faith, you must be prepared to reject all else.
"
Scarlet Aeonia	Elden Ring Wiki	Magic	Incantations	"Technique of Malenia, the Goddess of Rot.
Creates a gigantic flower that blooms into an explosion of scarlet
Each time the scarlet flower blooms, Malenia's rot advances. It has
bloomed twice already. With the third bloom, she will become a
rue goddess.
"
Dragonice	Elden Ring Wiki	Magic	Incantations	"One of the incantations of Dragon Communion.
Transforms caster into a dragon to spew icy breath.Charging extends duration.
Those extraordinary individuals who perpetuate DragonCommunion are called the dragon-hearted.
"
Golden Vow (Spell)	Elden Ring Wiki	Magic	Incantations	"An incantation of Erdtree Worship.
Increases attack power and defense for the caster and nearby allies.
Hold to continue praying and delay activation.
This incantation has been taught to knights of the royal capital for
 generations, and knights sent on distant expeditions lean on it as a
 source of courage.
"
Beast Claw	Elden Ring Wiki	Incantations	+	"Incantation taught by Gurranq, the Beast Clergyman.
Creates beast claws that rend the land with shockwaves.Charging enhances potency.
This incantation represents the fury of Gurranq, his bestial nature 
returned, as much as it does his restless agitation.
"
Lightning Fortification	Elden Ring Wiki	Magic	Incantations	"Incantation of the Two Fingers' faithful.
Increases lightning damage negation.
This incantation can be cast while in motion.
Follow the path that has been set for you, and you will make 
enemies of all others: the monks, the sorcerers, the ancient dragon 
knights, and the scions of gold. Heed me – the Lands Between 
offers no welcome to the Tarnished.
"
Order's Blade	Elden Ring Wiki	Magic	Incantations	"One of the incantations of the Golden Order fundamentalists. Used by hunters of Those Who Live in Death.
Enchants armament held in the right hand with holy-affinity attacks. This incantation is especially damaging to Those Who Live in Death. Any felled by this incantation cannot be revived.
The role of the hunters is to stamp out defiled reason - all for the perfection of the Golden Order.
"
Order Healing	Elden Ring Wiki	Magic	Incantations	"One of the incantations of the Golden Order fundamentalists.
Used by hunters of Those Who Live in Death.
Alleviates death blight buildup.
The noble Goldmask lamented what had become of the hunters.
How easy it is for learning and learnedness to be reduced to the
ravings of fanatics; all the good and the great wanted, in their
foolishness, was an absolute evil to contend with.
Does such a notion exist in the fundamentals of Order?
"
Black Flame	Elden Ring Wiki	Magic	Incantations	"A black flame incantation of the Godskin Apostles.
Throws a ball of raging black fire.
Charging enhances potency and causes the fireball to explode.
Black flame is weighty. After dealing damage it continues to sap
foes' HP for a very short time.
"
Surge O Flame!	Elden Ring Wiki	Magic	Incantations	"Superior incantation of the Fire Monks.
Creates a stream of fire to burn the area before the caster.This incantation can be cast while in motion. Hold to maintainthe effect.
The Giants' Flame is the flame of ruin, capable of burning theErdtree. And so, following the War against the Giants, its ruinousblaze was sealed, and guardians were appointed to watch over it.
"
Great Glintstone Shard	Elden Ring Wiki	Magic	Sorceries	"One of the glintstone sorceries of the Academy of Raya Lucaria.The glintstone serves as a conduit, launching large magical projectiles at foes.This sorcery can be cast repeatedly and while in motion.Those unworthy of the stone crown typically end their brief journey into sorcery here.
"
Carian Retaliation	Elden Ring Wiki	Magic	Sorceries	"One of the sorceries of the Carian royal family.
Swing your staff to dispel incoming sorceries and incantations, 
using their power to retaliate with glintblades.
This was the Carian royal family's secret means to prepare against
 the disloyalty of the academy. The moon and stars would one day
 go their separate ways.
"
Bloodflame Talons	Elden Ring Wiki	Magic	Incantations	"A Blood Oath incantation, granted by the Lord of Blood.
Creates bloodflame lacerations before the caster, which explode in 
an instant.
This incantation can be cast repeatedly.
After dealing damage, bloodflame continues to build up onset of 
blood loss for a very short time.
"
Flame Grant me Strength	Elden Ring Wiki	Magic	Incantations	"Superior incantation of the Fire Monks.
Creates an invigorating fire within that enhances physical and fire-affinity attack power.
This incantation does not burn the caster, and so it is considered forbidden by the guardians of the Flame.
"
Smarag's Glintstone Breath	Elden Ring Wiki	Magic	Incantations	"Superior incantation of Dragon Communion.
Channels the power of Smarag, the Glintstone Dragon.
Transforms caster into a dragon to spew magic breath from above.
Charging extends duration. This incantation can be used while jumping.
Smarag was a devourer of sorcerers, and over time, his body became corrupted by their glintstones.
"
Electrify Armament	Elden Ring Wiki	Magic	Incantations	"One of the incantations of the capital's ancient dragon cult.
Enchants armament held in the right hand with lightning-affinity
 attacks.
Long ago, Godwyn the Golden defeated the ancient dragon
 Fortissax, and befriended his fallen foe — an event that gave rise to 
the ancient dragon cult in the capital.
"
Briars of Punishment	Elden Ring Wiki	Magic	Sorceries	"An aberrant sorcery discovered by exiled criminals.
Theirs are the sorceries most reviled by the academy.
Wounds the caster with thorns of punishment, sending a trail of bloodthorns running over the ground to impale enemies from below.
This sorcery can be cast repeatedly.
The guilty, their eyes gouged by thorns, lived in eternal darkness. There, they discovered the blood star.
"
Lansseax's Glaive	Elden Ring Wiki	Magic	Incantations	"Incantation that channels the power of the ancient dragon Lansseax.
Creates a red-lightning glaive and sweeps the area from above.This attack unleashes trails of lightning.
Lansseax was the sister of Fortissax. It is said that she took the form of a human to commune with the knights as a priestess of the ancient dragon cult.
"
Shard Spiral	Elden Ring Wiki	Magic	Sorceries	"One of the glintstone sorceries of the Academy of Raya Lucaria.
Fires twin projectiles that form a spiral as they travel. This sorcery can be cast repeatedly and while in motion.
Charging enhances potency.
A sorcery of the Karolos Conspectus, the most venerable of the academy. This was the product of a failed attempt to create a new comet.
"
Unseen Blade	Elden Ring Wiki	Magic	Sorceries	"One of the night sorceries of Sellia, Town of Sorcery.
Enchants armament held in right hand, making it completely invisible.This sorcery can be cast while in motion.
Used by Sellian assassins to present themselves as unarmed sorcerers.
"
Flame Protect Me	Elden Ring Wiki	Magic	Incantations	"The most ancient of the Fire Monks' incantations.
Creates a fire within that greatly increases fire damage negation.
It is said that this incantation was used during the War against the
 Giants long ago, during which it protected the champions of the 
Erdtree.
"
Borealis's Mist	Elden Ring Wiki	Magic	Incantations	"Superior incantation of Dragon Communion.
Channels the power of Borealis, the Freezing Fog.
Transforms caster into a dragon to spew icy breath from above.
Charging extends duration. This incantation can be cast while
jumping.
The ice dragons were once lords of the mountaintops long ago,
until they were defeated by the Fire Giants and chased from the
"
Night Shard	Elden Ring Wiki	Magic	Sorceries	"One of the night sorceries of Sellia, Town of Sorcery.
Swiftly fires a semi-invisible projectile. This sorcery can be used without delay after performing another action.
The Sellian sorcerers were assassins, and it is said that they often hunted their fellows.
"
Dragonbolt Blessing	Elden Ring Wiki	Magic	Incantations	"Superior incantation of the capital's ancient dragon cult.
Summons lightning to bolster the caster's body. Attacks become easier to deflect and resistance to all ailments is increased. However, lightning damage negation will be reduced.
Only those loved by dragons can survive the ordeal of cladding their bodies in lightning.
"
Shadow Bait	Elden Ring Wiki	Magic	Incantations	"Incantation of the Two Fingers' servants, who once served as the
assassins of the Roundtable Hold.
Creates a pale gold shadow before the caster, luring foes of human
build and attracting their aggression.
This incantation can be cast while in motion or crouching, and
will still affect foes that are already in a combat state.
It is said that those beguiled by the shadow see within it a hated
"
Poison Mist	Elden Ring Wiki	Magic	Incantations	"Incantation of the servants of rot.
Releases a poisonous mist before the caster.This incantation can be cast while in motion.
Those who dwell within poison know rot all too well. The death that begets life, that comes to all equally. That is to say: it is the cycle of rebirth put into practice.
"
Black Flame Blade	Elden Ring Wiki	Magic	Incantations	"A black flame incantation of the Godskin Apostles.
Engulfs armament held in the right hand with black flame. This incantation can be cast without delay after performing another action.
Black flame is weighty. After dealing damage it continues to sap foes' HP for a very short time.
"
Radagon's Rings of Light	Elden Ring Wiki	Magic	Incantations	"One of the incantations of the Golden Order fundamentalists.
A gift of gratitude to the young Miquella from his father,
Radagon.
Produces a golden ring of light and fires it across a wide area.
Charging enhances range.
And yet, the young Miquella abandoned fundamentalism, for it
could do nothing to treat Malenia's accursed rot. This was the
beginning of unalloyed gold.
"
Glintblade Phalanx	Elden Ring Wiki	Magic	Sorceries	"One of the sorceries of the Carian royal family.
Creates a defensive arch of magic glintblades overhead, whichautomatically attack nearby foes.This sorcery can be cast while in motion.
Bestowed upon the enchanted Carian knights, who combined thisart with their swordsmanship to maintain pressure upon theirfoes, striking in waves of steel and sorcery.
"
Blessing of the Erdtree	Elden Ring Wiki	Magic	Incantations	"One of the ancient Erdtree incantations
Grants a greater blessing to the caster and nearby allies, gradually restoring a large amount of HP.Hold to continue praying and delay activation.
The Erdtree once flourished with abundance- yet it was only for a fleeting moment. Such is the course of all life. 
"
Crystal Burst	Elden Ring Wiki	Magic	Sorceries	"One of the glintstone sorceries of the Academy of Raya Lucaria.Fires a burst of glintstone crystal shards.This sorcery can be cast repeatedly and while in motion. Charging increases potency.A sorcery of the Crystal Cadre, a group of sorcerers who pursued the wisdom of stone - the secrets locked in the faint cogitation of the Crystalians.
"
Lucidity	Elden Ring Wiki	Magic	Sorceries	"One of the sorceries of the Carian royal family.
Alleviates buildup of sleep and madness.
This sorcery can be cast while in motion.
The Carian knights never waver.
"
Loretta's Greatbow	Elden Ring Wiki	Magic	Sorceries	"Sorcery used by Royal Knight Loretta.Creates a magic greatbow and fires a great arrow.Charging enhances potency. Hold to keep the great arrow nocked.It is said that the bow was Loretta's favored weapon.
"
Flame Cleanse Me	Elden Ring Wiki	Magic	Incantations	"One of the incantations of the Fire Monks.Creates a fire within that burns away toxins.Alleviates poison and scarlet rot buildup and cures these ailments.This incantation leaves the caster with subtle burns - a reminderthat they must fear the flame.
"
Ranni's Dark Moon	Elden Ring Wiki	Magic	Sorceries	"Legendary sorcery associated with the Carian queen. 
Uses the caster as a vessel to incarnate a cold, dark moon, then sends it floating toward foes. The dark moon dispels all sorcery that touches it, and temporarily reduces magic damage negation for those it strikes.
This moon was encountered by a young Ranni, led by the hand of her mother, Rennala. What she beheld was cold, dark and veiled in occult mystery.
"
Scholar's Shield	Elden Ring Wiki	Magic	Sorceries	"One of the glintstone sorceries of the Academy of Raya Lucaria.
Enchants shield held in the left hand with additional damage negation.This sorcery can be cast while in motion.
Taught to the Knights of the Cuckoo by the academy as payment for their contract.
"
Greyoll's Roar	Elden Ring Wiki	Incantations	+	"Superior incantation of Dragon Communion.Channels the power of Greyoll, the Elder Dragon.An incantation of legendary status.
Transforms caster into a dragon to emit a terrible roar, reducing 
the attack power and defense of nearby enemies.
Greyoll was the mother of all dragons, dwarfing all who stood 
before her like a looming mountain.
"
Fortissax's Lightning Spear	Elden Ring Wiki	Magic	Incantations	"Incantation that channels the power of the ancient dragon Fortissax. 
creates two spears of red lightning and stabs them into the ground from above, one after another. On impact, each spear will burst into trails of lightning covering the area.
During the War of the Anicent Dragons, these twin red lightning stakes were the hallmark of the once ancient dragon who was called the mightiest boulderstone. 
"
Catch Flame	Elden Ring Wiki	Magic	Incantations	"Incantation originating from a sinister prophecy.
Momentarily sparks flame from the caster's hand. This incantation can be cast without delay after performing another action. 
The flame of ruin is anathema to the Erdtree. But prophets sometimes glimpse it within the faith all the same. Sadly when this occurs their sole reward is banishment. 
"
Comet Azur	Elden Ring Wiki	Magic	Sorceries	"Legendary sorcery devised by Azur, primeval sorcerer.
Fires a tremendous comet in a torrent akin to the distant starry expanse, the place said to be the origin of glintstone.Hold to continue releasing the sorcery's power.
When Azur glimpsed into the primeval current, he saw darkness. He was left both bewitched and fearful of the abyss.
"
Inescapable Frenzy	Elden Ring Wiki	Magic	Incantations	"Incantation originating from the maddening Three Fingers.
Causes the yellow flame of frenzy to blaze from the caster's eyes.
The caster then latches onto foes, spreading the madness.
This incantation also causes buildup of madness in the caster, and
is only effective against Tarnished.
To gaze into one another's eyes is truly the most intimate form of
human contact.
"
Crystal Torrent	Elden Ring Wiki	Magic	Sorceries	"Sorcery of the mysterious Crystalians.
Creates a mass of crystal, then fires off shards in rapid succession. Hold to continue firing shards.
The wrath of the Crystalians encapsulated in sorcery. Each shard is of substantial size, making even a stray blow capable of inflicting a severe wound. 
"
Stone of Gurranq	Elden Ring Wiki	Magic	Incantations	"Superior incantation taught by Gurranq, the Beast Clergyman.
Hurls a boulder before the caster.
This incantation can be cast repeatedly.
Long ago, Gurranq was a beast of such terrifying ferocity that his
former name meant ""Death of the Demigods.""
"
Great Oracular Bubble	Elden Ring Wiki	Magic	Sorceries	"Sorcery of the claymen who served as priests in the ancient
 dynasty.
Produces a gigantic magical bubble that drifts towards foes before 
it naturally ruptures. Charging increases the delay before the bubble pops.
The claymen search for lost oracles within their bubbles.
"
Flame Fall Upon Them	Elden Ring Wiki	Magic	Incantations	"One of the incantations that draws directly from the power of the
Fire Giants.
Hurls several balls of fire at once.
Charging enhances potency and causes the balls offire to explode.
There is no record of this incantation in common prayerbooks.
Only a select few prelates know of its existence.
"
Barrier of Gold	Elden Ring Wiki	Magic	Incantations	"One of the incantations of Erdtree Worship. 
Greatly increases magic damage negation for the caster and nearby allies.
Hold to continue praying and delay activation.
This incantation was used by the champions of the Erdtree in the First and the Second Liurnian Wars, during which the red-haired Radagon joined the heroes' ranks
"
Glintstone Stars	Elden Ring Wiki	Magic	Sorceries	"One of the glintstone sorceries of the Academy of Raya Lucaria.
Fires three magic shooting stars that pursue the target.This sorcery can be cast while in motion. Charging enhancespotency.
A sorcery of the Olivinus Conspectus, which attracts sorcerers from Sellia, Town of Sorcery.
"
Zamor Ice Storm (Spell)	Elden Ring Wiki	Magic	Sorceries	"Ice sorcery of the Town of Zamor.
Strike the ground with the staff to create a freezing tornado.
Charging enhances potency.
Cloaked in icy tempests, the knights of Zamor have challenged
the Fire Giants since ancient times.
"
Adula's Moonblade	Elden Ring Wiki	Magic	Sorceries	
Agheel's Flame	Elden Ring Wiki	Magic	Incantations	"Superior incantation of Dragon Communion.Channels the power of the flying dragon Agheel.
Transforms caster into a dragon to spew flaming breath from
above.Charging extends duration. This incantation can be used while
 jumping.
The dead gazed at the skies over the lakes of Limgrave, praying 
that the dragons' flames would burn them to ash.
"
Dragonmaw	Elden Ring Wiki	Magic	Incantations	"One of the incantations of Dragon Communion.
Transforms caster into a dragon to bite enemies before them.
Incantations of those who have hunted dragons and feasted upon their hearts. Theirs is a pure and overwhelming power.
"
Bestial Sling	Elden Ring Wiki	Magic	Incantations	"Incantation taught by Gurranq, the Beast Clergyman.Swiftly flings a number of sharp rock shards.This incantation can be cast without delay after performing another action. It is said that in the time before the Erdtree, stones were the firstweapons of the beasts who had gained intelligence.
"
Meteorite	Elden Ring Wiki	Magic	Sorceries	"One of the glintstone sorceries that manipulates gravitational forces.
Summons a void that emits a rain of small meteorites.Hold to continue the effect.
The sorcery originates from the Onyx Lords, who had skin of stone, and were called lords in reverential fear of their destructive power.
"
Crystal Barrage	Elden Ring Wiki	Magic	Sorceries	"One of the glintstone sorceries of the Academy of Raya Lucaria.
Fires a volley of glintstone crystal shards.Charging increases potency.
A sorcery of the Crystal Cadre, a group of sorcerers who pursue the wisdom of stone - the secrets locked in the faint cogitation of the Crystalians.
"
Bloodflame Blade	Elden Ring Wiki	Magic	Incantations	"A Blood Oath incantation, granted by the Lord of Blood.
Engulfs armament held in the right hand with bloodflame.This incantation can be cast while in motion.
After dealing damage, bloodflame continues to build up onset of blood loss for a very short time.
"
Scholar's Armament	Elden Ring Wiki	Magic	Sorceries	"One of the glintstone sorceries of the Academy of Raya Lucaria.
Enchants armaments held in the right hand with magic-affinity attacks.This sorcery can be cast while in motion.
Taught to the Knights of the Cuckoo by the academy as payment for their contract.
"
Founding Rain of Stars	Elden Ring Wiki	Magic	Sorceries	"The eldest primeval sorcery, said to have been discovered by an
ancient astrologer. A sorcery of legendary status.
Summons a dark cloud of stars overhead. Shortly after, the cloud
will release a violent deluge of star rain. This sorcery can be cast
while in motion. Charging increases potency.
Thought to be the founding glintstone sorcery. The glimpse of the
primeval current that the astrologer saw became real, and the
stars' amber rained down on this land.
"
Lightning Strike	Elden Ring Wiki	Magic	Incantations	"One of the incantations of the capital's ancient dragon cult.
Summons a bolt of lightning that scatters and spreads around the surrounding area.This incantation can be cast repeatedly.
Ancestors of the modern dragons, the ancient dragons had scales of Gravel Stone and wielded lightning as their weapon. It is said that they once attacked Leyndell, the Royal Capital.
"
Swift Glintstone Shard	Elden Ring Wiki	Magic	Sorceries	"One of the glintstone sorceries of the Academy of Raya Lucaria.The glintstone serves as a conduit, launching swift magical projectiles at foes.This sorcery can be used without delay after performing another action.Those unworthy of the stone crown typically end their brief journey into sorcery here.
"
O Flame!	Elden Ring Wiki	Magic	Incantations	"Incantation of the Fire Monks.
Momentarily sparks roaring flame from the caster's hand.Charging enhances potency.
The Giants' Flame still smolders upon the distant northernmountaintop, and the Fire Monks are its guardians.
"
Briars of Sin	Elden Ring Wiki	Magic	Sorceries	"An aberrant sorcery discovered by exiled criminals.
Theirs are the sorceries most reviled by the academy.
Wounds the caster with thorns of sin, creating a spiral of bloodthorns.
This sorcery can be cast repeatedly, up to three times.
"
The Flame of Frenzy	Elden Ring Wiki	Magic	Incantations	"Incantation originating from the maddening Three Fingers.
Causes the yellow flame of frenzy to burst forth from the caster's eyes.
Charging increases the range of the burst.
The flame of frenzy deals damage and causes buildup of madness. This incantation also causes buildup of madness in the caster, and is only effective against Tarnished.
"
Unendurable Frenzy	Elden Ring Wiki	Magic	Incantations	"Incantation originating from the maddening Three Fingers. Causes the yellow flame of frenzy to violently burst forth from the caster's eyes. Hold to continue channeling the flame. This incantation can be used while in motion. It is the maddening pain and unstoppable tears of those afflicted with the flame of frenzy brought into being. 
"
Shattering Crystal	Elden Ring Wiki	Magic	Sorceries	"Sorcery of the mysterious Crystalians.Creates a mass of crystal, then shatters it in a forward burst.Charging enhances potency.The Crystalians are inorganic beings, yet they live. They cleave close to the ideals of the primeval current, and as such, they are revered guests of the sorcerers.
"
Ekzykes's Decay	Elden Ring Wiki	Magic	Incantations	"Superior incantation of Dragon Communion.Channels the power of Ekzykes, the Decaying.
Transforms caster into a dragon to spew scarlet rot breath from
above.Charging extends duration. This incantation can be cast while
 jumping.
Ekzykes, Dragon Communion Revenger, did not forget his hatred even as he succumbed to the scarlet rot.
"
Comet	Elden Ring Wiki	Magic	Sorceries	
Eternal Darkness	Elden Ring Wiki	Magic	Sorceries	"Forbidden sorcery of Sellia, Town of Sorcery.
Creates a space of darkness that draws in sorceries and
incantations.
This sorcery can be cast while in motion.
Originally a lost sorcery of the Eternal City; the despair that
brought about its ruin made manifest.
"
Cannon of Haima	Elden Ring Wiki	Magic	Sorceries	"One of the glintstone sorceries of the Academy of Raya Lucaria.Lobs an explosive magic projectile that flies in an arc.Charging enhances potency.Drawn from the conspectus of Haima, the adjudicator of the academy, this sorcery employs might as a means to quell conflict.
"
Magic Glintblade	Elden Ring Wiki	Magic	Sorceries	"An old sorcery of the Carian Royal Family.
Creates a sigil overhead, from which an enemy-seeking glintblade appears after a brief delay. This sorcery can be used while in motion. 
Charging increases the delay. Said to be the prototype of the sword-phalanx soerceries wielded by royal enchanted knights
"
Bestial Vitality	Elden Ring Wiki	Magic	Incantations	"Incantation taught by Gurranq, the Beast Clergyman.
Fills the body with bestial vigor, restoring HP over a period of time.
Having gained intelligence, the beasts must have felt how their wildness slipped away as civilization took hold.
"
Gravity Well	Elden Ring Wiki	Magic	Sorceries	"One of the glintstone sorceries that manipulates gravitational forces.Fires a projectile of condensed gravitational force. Those struck by it will be pulled toward the caster.Charging enhances potency.A gravitational technique studied by the young Radahn. His master was an Alabaster Lord with skin of stone.
"
Poison Armament	Elden Ring Wiki	Magic	Incantations	"Incantation of the servants of rot.
Enchants armament held in the right hand with poison.This incantation can be cast while in motion.
Those who dwell within poison know rot all too well. The death that begets life, that comes to all equally. That is to say: it is the cycle of rebirth put into practice.
"
