item	site	category	subcategory	description
Carthus Bloodring	Dark Souls 3 Wiki	Rings	+	"
Ring worn by warriors of the sand kingdom, Carthus. Boosts rolling invincibility, at the cost of defense.The sword technique of Carthus allows for fluid movement with a curved sword. Masters of the technique are said to dazzle their opponents by moving as weightlessly as a grain of sand. They live for their High Lord Wolnir, conqueror of most kingdoms known to their people.
"
Bloodbite Ring	Dark Souls 3 Wiki	Rings	+	"
One of the bite rings native to Carim. Increases bleed resistance.
The crafting of these rings is forbidden, perhaps owing to a fear of malleable stone. Clerics, however, dabble freely in the art.
"
Bellowing Dragoncrest Ring	Dark Souls 3 Wiki	Rings	+	"
A special ring given to those who are deemed fit to undertake the journey of discovery in Vinheim, home of sorcery.Greatly boosts sorceries.Apropos to the Dragon School, the seal depicts an everlasting dragon. A bellowing dragon symbolizes the true nature of the consumate sorcerer.
"
Skull Ring	Dark Souls 3 Wiki	Rings	+	"
One of Courland's transposed wonders. Derived from the soul of a Soulfeeder.
Easier to be detected by enemies.
The Soulfeeder was a beast that insatiably absorbed souls to feed its own power. Even after its accursed corpse was burned, it is said that the pungent stench of souls left the air permanently stained.""
"
Sage Ring	Dark Souls 3 Wiki	Rings	+	"
A ring given to Farron's Undead Legion by one of the preacher twins, known more commonly as the Crystal Sages.""
Shortens spell casting time.
The sorcerers of Farron's Abyss Watchers were known to be lonesome warriors who would only rely upon more pragmatic spells.
"
Leo Ring	Dark Souls 3 Wiki	Rings	+	"
Ring associated with Dragon Slayer Ornstein, one of the Four Knights of Gwyn, the First Lord.Strengthens thrust weapon counter attacks.Ornstein was the first knight of the sun's eldest born, and his cross spear is said to have pierced scales made of stone.
"
Speckled Stoneplate Ring	Dark Souls 3 Wiki	Rings	+	"
Stoneplates are symbols of true knights, and speckled stoneplates are granted to those who face an endless journey.Slightly increases magic, lightning, fire and dark damage absorption.
"
Flynn's Ring	Dark Souls 3 Wiki	Rings	+	"
Ring of Flynn, the eulogized thief. Lowering equip load increases attack power.
Flynn fought with the wind on his side, and was a hero among the weak and poor, yet even his admirers knew that it was little more than an idyllic fable.""
"
Flame Stoneplate Ring	Dark Souls 3 Wiki	Rings	+	"
Stoneplates are symbols of true knights, and red stoneplates are granted to those who valiantly face Chaos.Increases fire damage absorption.
"
Untrue White Ring	Dark Souls 3 Wiki	Rings	+	"
One of the illusory rings worn by the Hollows of Londor. Take the appearance of a phantom. The Hollows of Londor are wretchedly aged, fraught with deceit, and dubiously secretive. It is no wonder that they are deeply detested.
"
Dusk Crown Ring	Dark Souls 3 Wiki	Rings	+	"
Leaf-colored crown ring bestowed upon the princess of Oolacile, ancient land of golden sorceries.Reduces consumption of FP, but also lowers HP.Oolacile is synonymous for its lost sorceries of which the xanthous sorcerers are dedicated scholars. This crown ring is a rare artifact of great magic heritage.
"
Reversal Ring	Dark Souls 3 Wiki	Rings	+	"
A divine ring granted to the Darkmoon Gwyndolin in his youth.Causes males to perform female actions, and vice-versa.Gwyndolin was raised like a daughter through the aura of the moon, and was said to behave like a sullen brooding goddess.
"
Dark Clutch Ring	Dark Souls 3 Wiki	Rings	+	"
Ring depicting a hand grasping a purple stone. Increases dark attack, but compromises damage absorption.An old fable in Londor claims that the lure of the clutch ring reaches out to the crestfallen, who might otherwise be overcome by despair.
"
Lloyd's Shield Ring	Dark Souls 3 Wiki	Rings	+	"
Ring given to knights of the Way of White. Depicts Allfather Lloyd's Shield of Caste.
Boosts damage absorption when HP is full.
Much time has passed since the worship of Lloyd was common in the Way of White. The clerics of Carim had always strongly asserted that Lloyd was a derivative fraud, and that the Allfather title was self-proclaimed.""
"
Farron Ring	Dark Souls 3 Wiki	Rings	+	"
A ring given to Undead Legion of Farron. Reduces Skill FP consumption. The Abyss Watchers, for their hunting, required a sword technique that went beyond any existing art. Wolf's blood provided just that, and this ring further extends the effect.
"
Prisoner's Chain	Dark Souls 3 Wiki	Rings	+	"
Portion of a steel chain used to restrain Gundyr. Gain vigor, endurance, and vitality, but take extra damage.A prisoner is one who has staked everything on a belief, a proclivity most apparent in the greatest of champions.
"
Ring of the Sun's First Born	Dark Souls 3 Wiki	Rings	+	"
Ring of the Sun's first born, who inherited the light of Gwyn, the first lord.Greatly boosts miracles.The Sun's first born was once a god of war, until he was stripped of his stature as punishment for his foolishness. No wonder his very name has slipped from the annals of history.
"
Horsehoof Ring	Dark Souls 3 Wiki	Rings	+	"
An old ring with a seal depicting a horse's hoof. Boosts kick effect.Unbreakable Patches adored this ring and the feeling that it gave him when he kicked his marks into the depths of treacherous traps, but suffered no shortage of ridicule from his associates for relying so heavily on the tired old trick.But who is the sorrier? The horse who knows only to kick, or the fool who approaches the old beast without thought?
"
Carthus Milkring	Dark Souls 3 Wiki	Rings	+	"
Ring worn by the warriors of the sand kingdom, Carthus. Slightly boosts dexterity and obscures the wearer while rolling.The sword technique of Carthus allows for fluid movement with a curved sword. Masters of the technique are said to dazzle their opponents by moving as weightlessly as a grain of sand. They live for their High Lord Wolnir, conqueror of most kingdoms known to their people.
"
Fire Clutch Ring	Dark Souls 3 Wiki	Rings	+	"
Ring depicting a hand grasping a red stone. Increases fire attack, but compromises damage absorption.An old fable in Londor claims that the lure of the clutch ring reaches out to the crestfallen, who might otherwise be overcome by despair.
"
Chloranthy Ring	Dark Souls 3 Wiki	Rings	+	"
This old ring is named for its decorative green blossom, but its luster is long since faded. Raises stamina recovery speed.
"
Obscuring Ring	Dark Souls 3 Wiki	Rings	+	"
Ring bestowed upon the Fingers of Rosaria, invaders who seek tongues for their goddess.
 
Hides the presence of the wearer when far away.
 
It is said that Rosaria, the mother of rebirth, was robbed of her tongue by her firstborn, and has been waiting for their return ever since.
"
Blue Tearstone Ring	Dark Souls 3 Wiki	Rings	+	"
A ring set with a large rare tearstone jewel. Temporarily boosts damage absorption when HP is low.This stone is said to be a tear of sorrow of the goddess Caitha, and of course, tears are always more beautiful near death.
"
Estus Ring	Dark Souls 3 Wiki	Rings	+	"
A green ring crafted from shards. Increases HP restored by Estus Flask.
 
This ring was entrusted to a certain Fire Keeper, but in the end she never met her champion, and the ensuing tragic farce became a favorite tale of the masses.
"
Life Ring	Dark Souls 3 Wiki	Rings	+	"
Ring set with a small red jewel. Raises Maximum HP.
"
Deep Ring	Dark Souls 3 Wiki	Rings	+	"
A ring bestowed upon the Deacons of the Cathedral of the Deep. Allows attunement of additional spells. In the Cathedral slumber things most terrible, and as such, the deacons require a grand narrative, to ensure they do not falter in their duty. A philosophy, to ward away the madness beckoned by the grotesqueries at hand.
"
Cursebite Ring	Dark Souls 3 Wiki	Rings	+	"
One of the bite rings native to Carim. Increases curse resistance.The crafting of these rings is forbidden, perhaps owing to a fear of malleable stone. Clerics, however, dabble freely in the art.
"
Young Dragon Ring	Dark Souls 3 Wiki	Rings	+	"
Ring given in Vinheim, home of sorcery, when newly ordained as a sorcerer.
Boosts sorceries.
Apropos to the Dragon School, the seal depicts an everlasting dragon. A young dragon presages the great length of the journey to mastery.""
"
Priestess Ring	Dark Souls 3 Wiki	Rings	+	"
A ring engraved with a portrait of the High Priestess.Increases faith.
In Lothric, the High Priestess has long been considered one of the Three Pillars of the king's rule. The High Priestess also served as the prince's wet nurse.""
"
Poisonbite Ring	Dark Souls Wiki	Rings	+	"
One of the infamous bite rings commissioned by Sir Arstor of Carim. Despite the dreadful rumorssurrounding its creation, this ring is an unmistakable asset, in its ability to help prevent poison.
"
Covenant of Artorias	Dark Souls Wiki	Rings	+	"
This ring symbolizes Knight Artorias's covenant with the beasts of the Abyss.Its wearer, like Artorias himself can traverse the Abyss.
"
Old Witch's Ring	Dark Souls Wiki	Rings	+	"
Old ring from an old witch. Engraved minutelywith indecipherable script, but seemingly useless.
"
Speckled Stoneplate Ring	Dark Souls Wiki	Rings	+	"
Stoneplates, the symbol of a true knight, grant the strength to face various hardships. The precious rare speckled stoneplate grants a small boost to defense against magic, flame, and lightning.
"
Covetous Gold Serpent Ring	Dark Souls Wiki	Rings	+	"
The serpent is an imperfect dragon and symbol of the Undead. Its habit of devouring preyeven larger than itself has led to an association of gluttony. This gold ring, engraved withthe serpent, boosts its wearer's item discovery, so that more items can be amassed.
"
Bellowing Dragoncrest Ring	Dark Souls Wiki	Rings	+	"
A special ring granted to only the most accomplished sorcerers at Vinheim Dragon School.The ring is engraved with an everlasting dragon, and boosts the strength of sorceries.
"
Wolf Ring	Dark Souls Wiki	Rings	+	"
One of the special rings granted to the four knights of Gwyn. The Wolf Ring belongs to Artorias the Abysswalker. Artorias had an unbendable will of steel, and was unmatched with a greatsword.
"
Cat Covenant Ring	Dark Souls Wiki	Rings	+	"
Ring granted to those bound by the Forest Hunter covenant. Answer Alvina's summoning.The white cat Alvina speaks a human tongue and has lived since the early Age of Fire.Alvina was a trusted friend of Knight Artorias and the Great Wolf Sif.
"
Thunder Stoneplate Ring	Dark Souls Wiki	Rings	+	"
Stoneplates, the symbol of a true knight, grant the strength to face various hardships.The yellow stoneplate symbolizes thunder, and boosts defence against lightning.
"
Hornet Ring	Dark Souls Wiki	Rings	+	"
One of the special rings granted to the four knights of Gwyn. The Hornet RingBelonged to the Lord's Blade Ciaran. By boosting critical attacks, its wearer canannihilate foes, as Ciaran's dagger laid waste to Lord Gwyn's enemies.
"
Ring of Favor and Protection	Dark Souls Wiki	Rings	+	"
A ring symbolizing the favor and protection of the goddess Fina, known in legend to possess 'fateful beauty.
"
Dark Wood Grain Ring	Dark Souls Wiki	Rings	+	"
This special ring crafted in an Eastern land is made of gold, but with a wood grain creston its surface. Agents of subterfuge in this faraway land are particularly fond of thedark gold wood grain, which greatly alters its wearer's rolling action.
"
Lingering Dragoncrest Ring	Dark Souls Wiki	Rings	+	"
A special ring granted to only the most accomplished sorcerers at Vinheim Dragon School.The ring is engraved with a lingering dragon, and boosts the length of the effects of sorceries.
"
Ring of Fog	Dark Souls Wiki	Rings	+	"
Those who befriend Alvina are given this mysterious ring. It resembles a pearl with its robust pure-white fog.The ring camouflages its wearer's presence, helping to prevent detection.
"
Darkmoon Seance Ring	Dark Souls Wiki	Rings	+	"
This ring is granted to adherents of Gwyndolin, Darkmoon deity and last born of Gwyn, Lord of Sunlight.Grants additional magic attunement slots. The Dark Sun Gwyndolin is the only remaining deity in AnorLondo. His followers are few, but their tasks are of vital importance.
"
Ring of the Sun Princess	Dark Souls Wiki	Rings	+	"
This ring is granted to those who enter a Covenant with Gwynevere, daughter of Lord Gwyn and the Princess of Sunlight. This slightly warm ring boosts the synergy of miracles. The Princess of Sunlight left Anor Londo along with many other deities, and later became wife to Flame God Flann.
"
Rare Ring of Sacrifice	Dark Souls Wiki	Rings	+	"
This mystical ring was created in a sacrificial rite of Velka, the Goddess of Sin.The magenta-shaded ring is especially rare. Its wearer will lose nothing upon death,and will be freed from any curse whatsoever, but the ring itself breaks.
"
Hawk Ring	Dark Souls Wiki	Rings	+	"
One of the special rings granted to the four knights of Gwyn. The Hawk Ring belonged toHawkeye Gough, who led the Greatarchers. Boosts bow range, so that arrows flylike they were shot by Gough's great bow, which took down high-flying dragons.
"
Slumbering Dragoncrest Ring	Dark Souls Wiki	Rings	+	"
This ring was secretly worn by a surreptitious sorcerer at Vinheim Dragon School.The ring is engraved with an everlasting dragon in silent slumber, and masks all sound emitting from its wearer.
"
White Seance Ring	Dark Souls Wiki	Rings	+	"
A divine ring entrusted to the head bishop of the Way of White and apostle to Allfather Lloyd, uncle to Lord Gwyn.It grants additional attunement slots.The head bishop of the Way of White is the guardian of law and caste, and one of the great royals of Thorolund.
"
Calamity Ring	Dark Souls Wiki	Rings	+	"
A ring enchanted by the orange eye of Kalameet, the bringer of calamity. Doubles damage received by its wearer. A useless ring befitting of no finger. Best left unknown, or at least well hidden.
"
Leo Ring	Dark Souls Wiki	Rings	+	"
One of the special rings granted to the four knights of Gwyn. The Leo Ring belongedto Ornstein the Dragonslayer. This ring strengthens counters with pierce weapons.His lugged spear is said to have sliced a boulder in two.
"
Ring of Steel Protection	Dark Souls Wiki	Rings	+	"
This ring belonged to the Knight King Rendal. It grants its wearer protection by boostingdefense against physical attacks. Of the many legends surrounding the Knight King Rendal,one of the more well-known speaks of his standing down a giant drake and slashing it to pieces.
"
Cursebite Ring	Dark Souls Wiki	Rings	+	"
One of the infamous bite rings commissioned by Sir Arstor of Carim. Despite the dreadful rumorssurrounding its creation, this ring is an unmistakable asset, in its ability to help prevent curses.
"
Red Tearstone Ring	Dark Souls Wiki	Rings	+	"
The rare gem called tearstone has the uncanny ability to sense imminent death.This red tearstone from Carim boosts the attack of its wearer when in danger.
"
Cloranthy Ring	Dark Souls Wiki	Rings	+	"
This ancient ring, engraved with a large green flower, is of unknown origin.Hastens the regeneration of stamina.
"
Spell Stoneplate Ring	Dark Souls Wiki	Rings	+	"
Stoneplates, the symbol of a true knight, grant the strength to face various hardships.The blue stoneplate symbolizes souls, and boosts defense against magic.
"
Flame Stoneplate Ring	Dark Souls Wiki	Rings	+	"
Stoneplates, the symbol of a true knight, grant the strength to face various hardships.The red stoneplate symbolizes fire, and boosts defence against flame.
"
East Wood Grain Ring	Dark Souls Wiki	Rings	+	"
This special ring crafted in an Eastern land is made of gold, but with a wood grain crest on its surface.The ring slows the loss of weapon durability and is particularly useful to bearers of delicate swords crafted in the East.
"
Darkmoon Blade Covenant Ring	Dark Souls Wiki	Rings	+	"
Ring granted to those bound by the Darkmoon Blade covenant. Answer Dark Sun Gwyndolin's summoning.Gwyndolin, all too aware of his repulsive, frail appearance, created the illusion of a sister Gwynevere, whohelps him guard over Anor Londo. An unmasking of these deities would be tantamount to blasphemy.
"
Blue Tearstone Ring	Dark Souls Wiki	Rings	+	"
The rare gem called tearstone has the uncanny ability to sense imminent death.This blue tearstone from Catarina boosts the defence of its wearer when in danger.
"
Ring of the Sun's Firstborn	Dark Souls Wiki	Rings	+	"
Lord Gwyn's firstborn, who inherited the sunlight, once wore this ancient ring.Lord Gwyn's firstborn was a god of war, but his foolishness led to a loss of the annals, and rescinding of his deific status.Today, even his name is not known.
"
Covetous Silver Serpent Ring	Dark Souls Wiki	Rings	+	"
The serpent is an imperfect dragon and symbol of the Undead. Its habit of devouring preyeven larger than itself has led to an association of gluttony. This silver ring, engraved withthe serpent, rewards its wearer with additional souls for each kill.
"
Dusk Crown Ring	Dark Souls Wiki	Rings	+	"
This magic crown-shaped ring was granted to princess Dusk of Oolacile upon her birth.The ringstone allows its wearer to cast additional sorceries, but at the cost of one-half of HP.
"
Havel's Ring	Dark Souls Wiki	Rings	+	"
This ring was named after Havel the Rock, Lord Gwyn's old battlefield compatriot.Havel's men wore the ring to express faith in their leader and to carry a heavier load
"
Ring of Sacrifice	Dark Souls Wiki	Rings	+	"
This mystical ring was created in a sacrificial rite of Velka, the Goddess of Sin. Its wearer will lose nothing upon death, but the ring itself breaks.
"
Orange Charred Ring	Dark Souls Wiki	Rings	+	"
An orange ring enchanted by a witch. Reduces lava damage. Since his sores wereinflamed by lava from birth, his witch sisters gave him this special ring. But fool thathe is, he readily dropped it, and from that spot, a terrible centipede demon was born
"
Bloodbite Ring	Dark Souls Wiki	Rings	+	"
One of the infamous bite rings commissioned by Sir Arstor of Carim. Despite the dreadful rumorssurrounding its creation, this ring is an unmistakable asset, in its ability to help prevent bleeding.
"
Rusted Iron Ring	Dark Souls Wiki	Rings	+	"
This iron ring was used to shackle the guilty. It is terribly rusted, and faintly stained with blood.Those who find this strange ring to their liking will be pleased to find it easier to gain footing on poor ground such as swamps.
"
Ring of the Evil Eye	Dark Souls Wiki	Rings	+	"
According to legend, this ring contains the spirit of the evil eye, a dark beast which assaulted Astora.The strength of the evil eye does not waver, and HP is absorbed from fallen enemies.
"
Tiny Being's Ring	Dark Souls Wiki	Rings	+	"
Ring made of an ancient tiny red jewel. Grants small increase to HP. Rings grant powerslarge and small. Their discovery, and effective use, can make one's journey easier
"
