item	site	category	subcategory	description
Black Knight Shield	Dark Souls Wiki	Shields	Standard Shields	"""Shield of the Black Knights that wander Lordan. A flowing canal is chiseled deeply into its face.""
""Long ago, the black knights faced the chaos demons, and were charred black, but their shields became highly resistant to fire.""
"
Crest Shield	Dark Souls Wiki	Shields	Standard Shields	"""Shield of a nameless knight, likely a high-ranking knight of Astora.""
""One of the enchanted blue shields. The Crest Shield greatly reduces magic damage.""
"
Sunlight Shield	Dark Souls Wiki	Shields	Standard Shields	"""Shield of Solaire of Astora, Knight of Sunlight. Decorated with a holy symbol, but Solaire illustrated it himself, and it has no divine powers of its own.
As it turns out, Solaire's incredible prowess is a product of his own training, and nothing else.""
"
Dragonclaw Shield	Elden Ring Wiki	Shields	Greatshields	"Greatshield said to have been whittled from the claw of a great, ancient dragon, wielded by grotesque Tree Sentinels who yet serve the Erdtree.
Imbued with lightning.
"
Round Shield	Elden Ring Wiki	Shields	Medium Shields	"A wooden roundshield that has been reinforced with metal.
Comparatively light for its size, this shield is easy to handle butlacks a true metal shield's ability to negate damage.
"
Beastman's Jar-Shield	Elden Ring Wiki	Shields	Medium Shields	"Shield fashioned from a tall broken jar carried by the beastmen of Farum Azula. There is a particular knack to wielding it.The beastmen have always fired earthenware jars for the express purpose of making shields. Such are their ways, strange though they are.
"
Horse Crest Wooden Shield	Elden Ring Wiki	Shields	Medium Shields	"A tall, medium-sized wooden shield. Light for its size,and easy to handle.
The circular horsehead design evokes a swift gallop.
"
Spiked Palisade Shield	Elden Ring Wiki	Shields	Greatshields	
Marred Leather Shield	Elden Ring Wiki	Shields	Medium Shields	"Leather shield of Stormveil soldiers. Miuch like the castle,it is marred by mottling and thorns.
Some say it is the curse of grafting which causes such affliction,while others talk of its root being something altogether moresinister hidden deep within the castle.
"
Large Leather Shield	Elden Ring Wiki	Shields	Medium Shields	"A round shield covered in leather. One of the larger categories of medium-sized shield.
Though its damage negation may be lacking compared to a metal shield, it can handle wider range of attack affinities.
"
Coil Shield	Elden Ring Wiki	Shields	Small Shields	"Armament designed for gladitorial combat. rises above its peers as a particularly showy specimen.The sculpted bronze snake is a poisonous breed, boosting the weilder's resistance to poison.
"
Redmane Greatshield	Elden Ring Wiki	Shields	Greatshields	"Greatshield shaped like a fang, featuring the crest of red-maned lion. Carried by the Redmane Knights who fought alongside Radahn.
"
Carian Knight's Shield	Elden Ring Wiki	Shields	Medium Shields	"A teardrop-shaped shield embedded with blue glintstones.Carried by knights who served the Carian royal family.Excels when facing magic or holy attacks. Just who were theseknights preparing to fight?
"
Blue Crest Heater Shield	Elden Ring Wiki	Shields	Medium Shields	"A medium-sized metal shield. Easier to handle than a kite shield. 
The crest represents a forest and river.
"
Visage Shield	Elden Ring Wiki	Shields	Greatshields	"Tricksome bronze shield depicting the face of a Fire Giant.Several tongues leap from its open mouth.
The dreadful visage and burning flames are designed to remind one of the horror of facing a Fire Giant. In other words, this shield has an instructional function.
"
Golden Beast Crest Shield	Elden Ring Wiki	Shields	Greatshields	"Shield of dull gold with a beast engraved as its crest. Lighter thanmost greatshields, and subsequently easier to wield.
The beast depicted is Serosh, aged counselor who guides thegolden lineage.
"
Marred Wooden Shield	Elden Ring Wiki	Shields	Medium Shields	"""Wooden shield of the Stormveil soldiers. Much like the castle, it is marred by mottling and thorns. 
Some say it is the curse of grafting which causes such affliction, while others talk of its root being something altogether more sinister hidden deep within the castle.""
"
Great Turtle Shell	Elden Ring Wiki	Shields	Medium Shields	"Shield fashioned from a great turtle shell. The natural curvehelps it contend with foes' attacks.
The turtle is a symbol of tirelessness, and this shieldboosts stamina recovery speed.
"
Ice Crest Shield	Elden Ring Wiki	Shields	Small Shields	"Small metal roundshield. Heavier than a wooden shield,but boasts higher damage negation.
The ice crest originates from a Carian princess. Though the effectis slight, it boosts magic damage negation and resistance to frost.
"
Black Leather Shield	Elden Ring Wiki	Shields	Medium Shields	"Roundshield covered in black leather. On the larger side for a
medium-sized shield.
From the north, this shield depicts the polar star in rivets of gold.
The inside is lined with fur, protecting the carrier from frost.
"
Kite Shield	Elden Ring Wiki	Shields	Medium Shields	"A standard medium-sized metal shield.
Metal shields reliably negate physical damage when guarding,a trait which made them highly trusted on the battlefield.
"
Hawk Crest Wooden Shield	Elden Ring Wiki	Shields	Medium Shields	"A tall, medium-sized wooden shield. Light for its size,and easy to handle.
Adorned with a long-forgotten crest of Stormveil,ancient in design.
"
Beast Crest Heater Shield	Elden Ring Wiki	Shields	Medium Shields	"A medium-sized metal shield. Easier to handle than a kite shield.
Features a beast as its crest, serving to remind warriors not tosuccumb to the arousal of battle. Fight with passion, but becomenot its prisoner.
"
Twinbird Kite Shield	Elden Ring Wiki	Shields	Medium Shields	"Shield featuring a vividly painted twinbird.The twinbird is said to be the envoy of an outer god, and mother of the Deathbirds.At dwindling levels of HP, this shield slightly boosts both attack and defense.
"
Smoldering Shield	Elden Ring Wiki	Shields	Small Shields	"Small shield made upon Mt. Gelmir forged from uncooling lava.Resists frost with its heat, and can even be used to deal fire damage if wielded as a weapon.
"
Gilded Greatshield	Elden Ring Wiki	Shields	Greatshields	"Metal greatshield coated with gold. Carried by knights loyal to
Godrick.
The red tinge in the gold coat mirrors the primordial matter that
became the Erdtree. The color of homeward yearning.
"
Jellyfish Shield	Elden Ring Wiki	Shields	Greatshields	
Inverted Hawk Towershield	Elden Ring Wiki	Shields	Greatshields	"An iron greatshield large enough to cover the entire body. Features an inverted hawk crest.Greatshields boast high damage negation and guard capacity, making enemy attacks easy to repel.
"
Scripture Wooden Shield	Elden Ring Wiki	Shields	Small Shields	"A small, wooden roundshield. It is light and easy to handle, but cannot offer the damage negation of a metal shield.
An ancient cipher engraving lines the circumference. Though it isn't much, it boosts holy damage negation.
"
Pillory Shield	Elden Ring Wiki	Shields	Small Shields	"Pillory made to punish serious felons, used as a shield. Though made of good, sturdy wood, it is only a makeshift tool and performs as such.
Perhaps due to its use as a device with which the guilty were made to endure prolonged suffering, it raises vitality.
"
Red Crest Heater Shield	Elden Ring Wiki	Shields	Medium Shields	"A medium-sized metal shield. Easier to handle than a kite shield.The crest symbolizes red wings.
"
Gilded Iron Shield	Elden Ring Wiki	Shields	Small Shields	"Small metal roundshield. Heavier than a wooden shield, but boasts higher damage negation.
Though the gold leaf is peeling and the effect is slight,it still boosts holy damage negation.
"
Rickety Shield	Elden Ring Wiki	Shields	Small Shields	"A creaky old wooden shield, circular in shape. Roughly reinforced with vines or some such.
There are countless other shields available of better make. This piece of scrap isn't worth the effort of equipping.
"
Red Thorn Roundshield	Elden Ring Wiki	Shields	Small Shields	"A small, wooden roundshield. It is light and easy to use, but cannot offer the damage negation of a metal shield.Its emblem is an ancient red thorn design. Though it isn't much, it boosts fire damage negation.
"
Sun Realm Shield	Elden Ring Wiki	Shields	Medium Shields	"Shield of honor depicting a city crowned by the sun. It has seen better days.Much like the wear upon the shield, the Seat of the Sun is long faded away.
"
Heater Shield	Elden Ring Wiki	Shields	Medium Shields	"A medium-sized metal shield, comparatively easy to handle. 
Metal shields reliably negate physical damage when guarding, a trait which made them highly trusted on the battlefield. 
"
Crucible Hornshield	Elden Ring Wiki	Shields	Greatshields	"Greatshield of red-tinged gold carried by Crucible Knights.
Features a great horn.
An ancient holiness dwells within. The crucible horn skewers foes when performing shield bashes.
"
Blue-White Wooden Shield	Elden Ring Wiki	Shields	Small Shields	"Small wooden roundshield that has been reinforced with metal.It is light and easy to handle, but cannot offer the damage negationof a true metal shield.
The design is said to represent the stars of the night sky,portending fate.
"
Brass Shield	Elden Ring Wiki	Shields	Medium Shields	"On the larger side for medium-sized shield, the face has beencovered in brass.
Commonly employed in the Shattering.
"
Spiralhorn Shield	Elden Ring Wiki	Shields	Small Shields	"Small shield of antlers arranged in an eddy-like pattern. If used to attack a foe, the shield's antlers inflict blood loss. Once given to a Tarnished warrior who cultivated close ties to the ancestral followers. Though the effect is only slight, it boosts immunity, robustness, and focus.
"
Erdtree Greatshield	Elden Ring Wiki	Shields	Greatshields	"Weighty greatshield forged of gold carried by the order of Tree Sentinels, heavily equipped knights. Blessed by an old incantation of protection.The living rampart of the Erdtree, the Tree Sentinels are the standard to which all defenders of the Erdtree aspire.
"
Cuckoo Greatshield	Elden Ring Wiki	Shields	Greatshields	" Metal Greatshield painted with a peering cuckoo. Carried by the enchanted knights sworn to the academy. 
Boasting high magic damage negation, this shield is used to hunt down mages. 
“Our enemy is none other than Caria itself.”
"
Briar Greatshield	Elden Ring Wiki	Shields	Greatshields	"Greatshield from a foreign land, used by Elemer of the Briar. Attacks with this armament utilize the iron thorns that have been wound around its frame. Originates from Eochaid, a land of proudly solitary ascetics. 
"
Ant's Skull Plate	Elden Ring Wiki	Shields	Greatshields	"Huge head of one of the giant ants which inhabit the two underground rivers, used without modification as a shield. Excels at repeling enemy attacks.
Giant ants are venomous creatures, granting a boost to immunity when wielding the shield. 
"
Buckler	Elden Ring Wiki	Shields	Small Shields	"A small metal roundshield.The bump in the center enables parrying techniques.
A well-timed parry can break an enemy's stance, allowing a criticalhit.Best suited for those prepared to take the risk to reap their reward.
"
Riveted Wooden Shield	Elden Ring Wiki	Shields	Small Shields	"Small wooden roundshield that has been reinforced with metal. It is light and easy to handle, but cannot offer the damage negation of a true metal shield. 
The design riveted to the center represents both sword and tree.
"
Albinauric Shield	Elden Ring Wiki	Shields	Medium Shields	"Tall oval shield made of metal carried by young Albinaurics. The ornamentation represents the primordial drop of dew from which they are said to have been created.Boasts exceptional magic damage negation. The Albinaurics' most formidable foes were sorcerers, after all.
"
Blue-Gold Kite Shield	Elden Ring Wiki	Shields	Medium Shields	"A standard medium-sized shield. Highly reputed forits solid build and reliability.
The design represents the Erdtree foreground against a blue sky.
"
Iron Roundshield	Elden Ring Wiki	Shields	Small Shields	"An ordinary small roundshield made of metal. Heavier than a wooden shield, but boasts higher damage negation.
Finely balanced, this shield is easy to use.
"
One-Eyed Shield	Elden Ring Wiki	Shields	Greatshields	"Tricksome shield made from white stone depicting a malformed one-eyed god. The barrel of a firearm pokes through the open mouth.
Once worshipped by the giants, this evil deity is believed to have been slain by Queen Marika. 
"
Shield of the Guilty	Elden Ring Wiki	Shields	Small Shields	"Shield made to venerate a maiden whose eyes were crushed by Briars of Sin before being reborn in these lands.
Venerating the repose of the soul, this shield boosts focus. The briars can be used to attack foes.
"
Eclipse Crest Greatshield	Elden Ring Wiki	Shields	Greatshields	"Metal greatshield painted with a sun in eclipse. Carried by the headless mausoleum knights. The eclipsed sun, drained of color, is the protective star of soulless demigods. It aids the mausoleum knights by keeping Destined Death at bay. 
"
Icon Shield	Elden Ring Wiki	Shields	Greatshields	"Greatshield painted with a divine scene; the recipients of a blessed tear from the Erdtree. An item that looks back fondly on the age of plenty.
The divine scene acts in and of itself as a sacred invocation; gradually restoring the carrier's HP.
"
Golden Greatshield	Elden Ring Wiki	Shields	Greatshields	"Oval greatshield made of gold, carried by knights who protect the Royal Capital of Leyndell.Knights of Leyndell are reputed for their sturdiness, exemplified by this shield's exceptional guard capacity.
"
Wooden Greatshield	Elden Ring Wiki	Shields	Greatshields	"Wooden greatshield reinforced with a metal ornamentation.
Greatshields boast high damage negation and guard capacity,making enemy attacks easy to repel.
"
Flame Crest Wooden Shield	Elden Ring Wiki	Shields	Medium Shields	"A tall, medium-sized wooden shield. Light for its size,and easy to handle. Carried by soldiers of the village that is afflicted by frenzy.
The yellow flame is the symbol of the affliction,serving as a warning to those who might approach the village.
"
Crossed-Tree Towershield	Elden Ring Wiki	Shields	Greatshields	"An iron greatshield large enough to cover the entire body. Emblazoned with an old, interleaving tree.Greatshields boast high damage negation and guard capacity, making enemy attacks easy to repel
"
Haligtree Crest Greatshield	Elden Ring Wiki	Shields	Greatshields	"Metal greatshield depicting the Haligtree with unalloyed gold. Carried by knights who have vowed to serve Miquella's Haligtree. Possesses high holy damage negation. Yet now, with the Haligtree misshapen, this wondrous rendition is a fleeting fantasy.
"
Fingerprint Stone Shield	Elden Ring Wiki	Shields	Greatshields	"A great stone shield with an intricately carved fingerprint design. One of the heaviest of all greatshields. Part of the tomb of an ancient god, the Readerless Fingers relayed their message through these imprints, said to be the very seeds from which frenzy first sprouted.
"
Lordsworn's Shield	Elden Ring Wiki	Shields	Greatshields	"Wooden tower shield. Lightweight for a greatshield and easy to handle.Commonly used in the Shattering.
Greatshields boast high damage negation and guard capacity, making enemy attacks easy to repel.
"
Eclipse Crest Heater Shield	Elden Ring Wiki	Shields	Medium Shields	"A medium-sized metal shield. Easier to handle than a kite shield.
The sun in eclipse is said to be the symbol of the Wandering Mausoleum where the soulless demigods slumber.
"
Distinguished Greatshield	Elden Ring Wiki	Shields	Greatshields	"Greatshield featuring sumptuous ornamentation used by the scions of great families.
Due to their excessive size, these shields were at times seen as the hallmark of little lordlings who were too timid to earn a few nicks and scratches.
"
Rift Shield	Elden Ring Wiki	Shields	Small Shields	"Small metal roundshiled depicting a sinister rift.
An antiquated charm that glares back at an enemy, it boosts focus.
"
Manor Towershield	Elden Ring Wiki	Shields	Greatshields	"An iron greatshield large enough to cover the entire body. 
Depicts the Roundtable Hold, gathering place of champions.Greatshields boast high damage negation and guard capacity, making enemy attacks easy to repel.
"
Scorpion Kite Shield	Elden Ring Wiki	Shields	Medium Shields	"A standard medium-sized metal shield. Highly reputed for its solid build and reliability.Emblazoned with a yellow scorpion, a warning of surprise attacks and sudden strikes.
"
Banished Knight's Shield	Elden Ring Wiki	Shields	Medium Shields	"A tall medium-sized metal shield. Given to knights who, whether
by misfortune or misdeed, were forced to abandon their homes.
Most of these knights were sent to the fringes, where they were
forced to start anew with only despair for company.
"
Dragon Towershield	Elden Ring Wiki	Shields	Greatshields	"Tower shield engraved with a dragon, symbol of protection. Heavy even among greatshields, it possesses exceptional guarding abilityThe ancient dragons, who ruled in the prehistoric era before the Erdtree, would protect their lord as a wall of living rock.
"
Silver Mirrorshield	Elden Ring Wiki	Shields	Medium Shields	"Shield of radiant silver, festooned with amber and carried by Loretta, Knight of the Haligtree.
The shape is said to imitate that of a sacred drop of dew, which inspired the absurd rumor that Loretta herself was an Albinauric.
"
Inverted Hawk Heater Shield	Elden Ring Wiki	Shields	Medium Shields	"A medium-sized metal shield. Easier to handle than a kite shield.The inverted hawk is the emblem of the company of slaves ordered to explore the Eternal City.
"
Candletree Wooden Shield	Elden Ring Wiki	Shields	Medium Shields	"A tall, medium-sized wooden shield. Light for its size, and easy to handle.
Thought to represent a surreptitious prophecy of cardinal sin, the lit candle-tree design was forbidden.
"
Man-Serpent's Shield	Elden Ring Wiki	Shields	Small Shields	"Small copper dome-shaped roundshield carried by the man-serpents of Mt. Gelmir.
Said to have been tempered in lava, it boasts great resistance to fire.
"
Perfumer's Shield	Elden Ring Wiki	Shields	Small Shields	"Golden shield used by the perfumers of Leyndell during military service.Made to be thin and light of weight, even those lacking strength can employ this immunity-boosting shield.
"
