item	site	category	subcategory	description
Crescent Axe	Dark Souls 2 Wiki	Weapons	Great Axes	<em>A bronze greataxe with a crescent shaped blade.</em> <br><br> <em>Its long handle gives the weapon great reach. One senses that this axe was once imbued with a sacred power, but only traces of it remain.<br></em> <br> <em>Perhaps those who blessed this axe are no longer with us.</em>&nbsp;
Full Moon Sickle	Dark Souls 2 Wiki	Weapons	Reapers	<em>A large sickle with a round blade</em> <br> <br> <em>The thin blade, fortified with bradden steel, slices with a fine smoothness. Hooks into flesh, then rips it apart to cause bleeding.</em>
Gyrm Axe	Dark Souls 2 Wiki	Weapons	Axes	<em>An axe used by the nomadic Gyrm.</em> <br><br> <em>At first glance this axe appears crude, but with further examination one sees the fine craftsmanship of Gyrm blacksmiths. Quite heavy for a human, but flung about with reckless abandon by the Gyrm.</em>&nbsp;
Bandit Greataxe	Dark Souls 2 Wiki	Weapons	Great Axes	<em>A greataxe of bandits of the Forossan outskirts. Very sturdily built for the armament of a bandit.</em> <br><br> <em>When Forossa fell to war, its citizens were left landless, and entirely to their own devices. Many were reduced to thievery, while Forossan knights scattered to other lands as sellswords.</em>
Majestic Greatsword	Dark Souls 2 Wiki	Weapons	Greatswords	<em>An ancient greatsword of unknown origin.</em> <br> <em>This sword was passed down through generations, until it reached Gordin, wandering knight of Forossa, and was lost upon his death.</em> <br><br> <em>Uncannily, every last one of the prominent swordsmen who inherited this weapon was left-handed.</em>
Old Whip	Dark Souls 2 Wiki	Weapons	Whips	<em>A leather whip that has seen plenty of use. <br><br>It appears no different than an ordinary whip, but is charmed by an ancient blessing that boosts damage inflicted on Hollows.</em> <br><br> <em>The blessing is likely the work of a cleric, but whether the spell is good or evil is unclear.</em> <br><br> <strong><em>Effect: attack boost against Hollows.</em></strong>&nbsp;<br><br>
Pursuer's Ultra Greatsword	Dark Souls 2 Wiki	Weapons	Ultra Greatswords	<em>Ultra Greatsword of the Pursuer.</em> <br><br> <em>Known as the mightiest of the straight swords, it demands great strength and dexterity of its wielder.</em> <br><br> <em>The Pursuer hunts down those branded by the curse, as if each Undead soul that he claims will atone one of his sins.</em>
Red Rust Scimitar	Dark Souls 2 Wiki	Weapons	Curved Swords	<em>Curved sword of warrior Vengarl of Forossa.</em> <br><br> <em>This sword is battle-worn and terribly rusted,but remains a deadly weapon owing to its incredible weight.</em> <br><br> <em>Legend has it that it was built to test the limits of the strength of Forossa knights, until Vengarl swung it about like a wooden plaything, claiming ownership by demonstration.</em>&nbsp;
Mastodon Halberd	Dark Souls 2 Wiki	Weapons	Halberds	"<em>""Halberd of the Primal Knights that defend Drangleic castle.</em><br><em>The brutish and might Primal Knights wield this halberd like a feather-light twig, but to the ordinary warrior it is a chore to even hold up, owing to its great weight.</em><br><em>Terrible experiments were said to have taken place in a hidden manor in Drangleic. The mastermind presiding over the deeds was thought to be Lord Aldia"".</em>"
Washing Pole	Dark Souls 2 Wiki	Weapons	Katanas	"<em>A katana of unknown origin. Crafted with a peculiar yet refined technique.<br></em>&nbsp;<br><em>The extremely <span class=""ojkep4uu"">long blade</span> allows for strikes from great distance, but its <span class=""ojkep4uu"">construction</span> makes it extremely fragile.</em>&nbsp;"
Mail Breaker	Dark Souls 2 Wiki	Weapons	Piercing Swords	<em>A slightly stubby thrusting sword. Has a sharp, sturdy blade designed for thrusting. The Mail Breaker has limited reach, but a powerful critical attack. Effective against foes donning thick armor or with naturally hard skin.</em> <br><br> <em><strong>Effect: shield piercing (strong attack)</strong></em>&nbsp;
Mytha's Bent Blade	Dark Souls 2 Wiki	Weapons	Daggers	<em>&nbsp;Dagger forged from the soul of Mytha, the Baneful Queen. Coated with a potent poison.<br></em> <br> <em>Mytha was the fairest queen in the land, until something unhinged her. Was it the poison found deep within the earth, or the passion that consumed her heart?</em>
Witchtree Branch	Dark Souls 2 Wiki	Weapons	Staves	<em>Branch of a forest-wandering witchtree. A catalyst for sorceries and hexes.<br></em> <br> <em>Now it is used as a weapon, but this was originally a part of a witchtree.</em>&nbsp;
Syan's Halberd	Dark Souls 2 Wiki	Weapons	Halberds	"<em>""Replica of the halberd of the loyal knight Syan.</em><br><em>A meticulously-crafted, distinguished weapon.</em><br><em>Sir Syan was widely known as the kingdom's</em><br><em>most loyal knight, and when the Giants invaded,</em><br><em>he volunteered to lead the advance party,</em><br><em>but was slaughtered most dishonorably</em><br><em>The King commissioned replicas of Syan's</em><br><em>accoutrements and bestowed them to</em><br><em>promising knights, but not long after they</em><br><em>donned the armor did they thoroughly go mad. ""</em>"
Barbed Club	Dark Souls 2 Wiki	Weapons	Hammers	<em>A club forged from the soul of the Flexile Sentry.The spikes covering its length are as vile as the sentry itself.</em> <br><br> <em>Long ago, the dungeons overflowed with the accursed, and the king commanded a contorted sentry to deliver those who had no cells to a faraway land, and to make certain they were never heard from again.</em> <br> <br> <em>Scholar of the First Sin changed to:<br></em> <br> <em>A club forged from the soul of the Flexile Sentry.The spikes covering its length are as vile as the sentry itself.</em> <br><br> <em>The sentry crammed inmates of the overflowing Bastile onto a rickety ship, and cast them out to the open sea.</em> <br><br> <em>The majority of them drowned or starved, but a few hardy survivors made land to the south, and imparted their knowledge of sorcery to the people there.</em>
Hand Axe	Dark Souls 2 Wiki	Weapons	Axes	<em>A crude hand axe.<br></em>&nbsp;<br> More of a tool than a weapon. Its short range necessitates close-range, and therefore perilous, combat. Does a respectable amount of damage, however, considering its relatively light weight.&nbsp;
Red Rust Sword	Dark Souls 2 Wiki	Weapons	Straight Swords	<em>Straight sword of warrior Vengarl of Forossa.</em> <br> <em>This sword is battle-worn and terribly rusted, but remains a deadly weapon owing to its incredible weight.</em> <br><br> <em>Legend has it that it was built to test the limits of the strength of Forossa knights, until Vengarl swung it about like a wooden plaything, claiming ownership by demonstration.</em>
Large Club	Dark Souls 2 Wiki	Weapons	Great Hammers	<em>A large wooden club.</em> <br><br> <em>Not an elegant weapon by any means, but a beastly thing with plenty of weight to easily break a shielded defense.</em>&nbsp;
Smelter Sword	Dark Souls 2 Wiki	Weapons	Ultra Greatswords	<em>An ultra greatsword forged from the soul of the Smelter Demon. Its blade bears the strength of terrible flames, a latent power unleashed by a strong attack. The earth spouted fire, and a beast arose from the flames. The short-sighted king was incinerated by the creature in one swing, and his castle devoured in a sea of flames.</em> <br><br> <em><strong>Effect: special attack (strong attack)</strong></em>
Charred Loyce Greatsword	Dark Souls 2 Wiki	Weapons	Greatswords	<em>A charred greatsword of the Knights of Loyce, its blade burned black by the flame.</em> <br><br> These Knights of Loyce lacked all sense of self, and were driven only by the urge to expunge any who might disturb the flame, even former compatriots.&nbsp;<br> 
Olenford's Staff	Dark Souls 2 Wiki	Weapons	Staves	<em>Staff of Olenford the sorcerer.</em> <br><br> <em>A catalyst for sorceries and hexes.</em> <br><br> <em>Olenford, revered as the father of sorcery in Melfia, sought knowledge that surpassed mankind's ken, and so ventured into the Undead Crypt, and did away with his humanity.</em>&nbsp;<br> <br> <em>Scholar of the First Sin added:</em> <br><br><em>Some hold the theory that Melfian sorceries and pyromancies originated within the boundaries of Drangleic, in ages past.</em>&nbsp;
Spitfire Spear	Dark Souls 2 Wiki	Weapons	Spears	<em>A spear said to have been forged in Aldia.</em>
Chaos Rapier	Dark Souls 2 Wiki	Weapons	Piercing Swords	<em>Rapier of darkness and chaos.</em> <br><br> <em>Navlaan claims to have sealed himself away to prevent tragedy, but could a sorcery truly possess a will of its own? Truth can be elusive, and the tales surrounding him are questionable. Only, it is clear a strange power possess this sword.<br></em>&nbsp;<br> <em>Scholar of the First Sin changed to:</em> <br><br><em>Rapier of darkness and chaos.</em> <br><br> <em>Once, a brilliant young sorcerer cast away his earthly desires, devoting himself entirely to the Dark that bewitched him.</em> <br><br> <em>Nebulous, inky and serene, the Dark hold an allure matched only by the fear it strikes in men's hearts. Could it be nature, holding a mirror to mankind?</em>&nbsp;
Drakewing Ultra Greatsword	Dark Souls 2 Wiki	Weapons	Ultra Greatswords	<em>A sword decorated with drake wings.</em>
dagger	Dark Souls 2 Wiki	Weapons	Daggers	A standard dagger. <br> <br> Has only modest attack and short reach, but can be jabbed in rapid succession. With a powerful critical attack, this is a potent weapon in the hands of the capable
Manikin Claws	Dark Souls 2 Wiki	Weapons	Fist Weapons	<em>Claws used by the manikins of Harvest Valley.</em>&nbsp;<br> <br> <em>The peculiar art of puppetry is a vestige of the two lost lands.</em> <br><br> <em>The Queen, entranced by poison, used it to beckon unknowing souls</em> <em>to the defiled valley.</em>
Puzzling Stone Sword	Dark Souls 2 Wiki	Weapons	Straight Swords	"<em>A sword with a segmented blade.When swung its segments separate and the sword strike in a whipping slash.</em> <br><br> <em>Crafted with rare magnetic stone of remarkable strength only found within caves of the gutter.""</em>"
Short Bow	Dark Souls 2 Wiki	Weapons	Bows	<em>The type of small bow used by hunters in training. Equip arrows to use.</em> <br><br> <em>Equip up to two types of arrows to give yourself immediate options in battle. Use arrows to hit enemies from afar to gain the upper hand by drawing first blood.</em>&nbsp;
Possessed Armor Sword	Dark Souls 2 Wiki	Weapons	Straight Swords	<em>Straight sword wielded by possessed armor.</em> <br><br> <em>Has a heated blade imbued with fire.</em> <br><br> <em>These suits of armor were once decorations, until the black fog ruling the tower seized control of them.</em>&nbsp;
Old Knight Greatsword	Dark Souls 2 Wiki	Weapons	Greatswords	<em>An old undated greatsword.</em> <br><br> <em>Wielded by a warrior from a time so ancient that there exists no record of his endeavors.</em> <br><br> <em>Has extremely low durability.</em> <br> <em>Sometimes, just as a thing falls to pieces, it unleashes its last flash of great power...</em>
Giant Stone Axe	Dark Souls 2 Wiki	Weapons	Great Axes	<em>Greataxe forged from the Last Giant's soul.</em> <br><br> <em>This weapon resembles a primitive stone tool, but is quite powerful owing to its immense size.</em> <br><br> <em>King Vendrick disappeared as the war with the Giants reached its ferocious peak, leaving his castle</em><em>.</em> <br><br> <em>Some swear that upon hearing the news, the Queen's face remained as still as her portrait.</em>
Scimitar	Dark Souls 2 Wiki	Weapons	Curved Swords	<em>A small curved sword with a narrow blade.</em>&nbsp;<br><em><br>The rapid slashing of the lightweight scimitar hardly allows the victim to catch a breath. Has a sharp blade, but is rather ineffective against armour and hard skin.</em>
Aged Smelter Sword	Dark Souls 2 Wiki	Weapons	Ultra Greatswords	Ultra greatsword crafted from the soul of the smelter demon.<br> <em>It's blade is imbued with a great flame.</em> <br><br>Use the strong attack to unleash its latent power.<br><br> When the old king acquired the power to grant life to heaps of iron he molded a great array of metallic automatons. <br><br> The iron monstrosity itself was perhaps one of the king's puppets.
Great Scythe	Dark Souls 2 Wiki	Weapons	Reapers	<em>A great scythe used to harvest grain.</em> <br><br> <em>Normally used as a farm tool, not a weapon. It feels almost as if there were powers in its giant blade, perhaps drawn from the fears of those hunted by this fearsome thing.</em>&nbsp;
Stone Soldier Spear	Dark Souls 2 Wiki	Weapons	Spears	<em>Spear of the castle stone soldiers.<br></em> <br> <em>Sir Velstadt could always be found at the King's side, and followed him upon his exit. <br><br>The knights in his service waited patiently for his return, until they turned to stone.</em>
Loyce Greatsword	Dark Souls 2 Wiki	Weapons	Greatswords	<em>Greatsword of the Knights of Loyce.</em>
Twinblade	Dark Souls 2 Wiki	Weapons	Twinblades	<em>A twinblade fashioned from rare geisteel. Designed for high-ranking Drangleic knights, hence the decorative design.<br><br>Geisteel equipment is of the finest make, but geisteel is so rare that very few of these weapons were actually used in combat.</em>
Drakekeeper's Ultra Greatsword	Dark Souls 2 Wiki	Weapons	Ultra Greatswords	<em>An extremely sturdy pitch-black greatsword.</em> <br><br> <em>Colossal warriors staunchly watch over the shrine, ready to defend its resident, or allow one worth enough to be granted audience.</em>
Blue Knight's Halberd	Dark Souls 2 Wiki	Weapons	Halberds	"<em>""Halberd of Targray, Knight of the Blue. A fitting weapon for a shepherd of lost souls</em><br><em>Those who put faith in an absolute good also believe in the existence of true evil. But to others, the distinction between the two can be quite unclear"".</em>"
Heavy Crossbow	Dark Souls 2 Wiki	Weapons	Crossbows	<em>A large crossbow that deals heavy damage. Equip bolts to use. Unlike bows, a crossbow can be held in one hand.<br></em><br> <em>Equip up to two types of bolts to give yourself immediate options in battle.</em>
Spotted Whip	Dark Souls 2 Wiki	Weapons	Whips	<em>A whip born from the soul of the Demon of Song. Covered with strange spots that betray its poisonous effects.</em> <br><br> <em>The Demon's sonorous voice, in stark contrast to its hideous form, is sure intended to lure people close so that it may devour them.</em>&nbsp;
Arced Sword	Dark Souls 2 Wiki	Weapons	Curved Greatswords	<em>A curved greatsword forged from the soul of the Flexile Sentry. There is something unsettling, and at the same time beautiful, about its long curved blade.<br></em> <br> <em>Long ago, the dungeons overflowed with the accused, and the King commanded a contorted sentry to deliver those who had no cells to a faraway land, and to make certain they were never heard from again.</em> <br> <br> <em>Scholar of the First Sin changed to:</em> <br><br> <em>A curved greatsword forged from the soul of the Flexile Sentry. There is something unsettling, and at the same time beautiful, about its long curved blade.<br></em> <br> <em>The sentry crammed inmates of the overflowing Bastille onto a rickety ship, and cast them out to the open sea.</em> <br><br> <em>The majority of them drowned or starved but a few hardy survivors made land to the south, and imparted their knowledge of sorcery to the people there.</em>
Gargoyle Bident	Dark Souls 2 Wiki	Weapons	Spears	<em>A two-pronged spear that imitates a weapon mentioned in an ancient text.</em> <br><br> <em>Gargoyles are said to guard castles and forts from ill fortune, and they have appeared in many forms in all the great lands throughout history.</em> <br><br> <em>Some of them are so meticulously crafted that they look as if they might come to life.</em>
Estoc	Dark Souls 2 Wiki	Weapons	Piercing Swords	<em>A large thrusting sword with a blade. The sturdy, slender long blade is designed to pierce the armor of enemies, and its strong attack can even inflict damage upon foes hiding behind shields.<br></em><br><em>Though primarily a thrusting sword, its blade can also be used to slash your enemy.</em>&nbsp;
Sanctum Repeating Crossbow	Dark Souls 2 Wiki	Weapons	Crossbows	<em>Crossbow wielded by sanctum knights.</em> <br><br> <em>Strong attack fires dark bolts.</em> <br><br> <em>These guardian knights were sentenced to eternal stewardship of the Sanctum in a clandestine ritual carried out in the great depths, but today the sanctum receives nary visitor.</em>&nbsp;
Drangleic Sword	Dark Souls 2 Wiki	Weapons	Greatswords	<em>Greatsword of Drummond, Royal Army Captain. An old and unadorned sword,perhaps, but the pride and joy of this venerable captain.</em> <br><br> <em>An heirloom passed from grandfather to father, and then from father to son. Drummond, and those before him, used this sword to repel those who would threaten their great land.</em>
Pyromancy Flame	Dark Souls 2 Wiki	Weapons	Flames	<em>A flame catalyst used by pyromancers. <br><br>Pyromancers rouse this flame to produce various fire arts. Equip pyromancy flame to produce pyromancy. Attune pyromancies at a bonfire. <br><br>The strength of a pyromancy depends on the strength of one's pyromancy flame, which can be improved through reinforcement.</em>&nbsp;
Sun Sword	Dark Souls 2 Wiki	Weapons	Straight Swords	<em>A well-forged long sword.</em> <br><br> <em>Of unknown origin, and exhibiting no special power, but sturdily crafted.</em> <br><br> <em>Perhaps it does not live up to its name, but nevertheless, merely wielding this sword seems to cause warmth to well up within one's bosom.</em>
Bone Scythe	Dark Souls 2 Wiki	Weapons	Reapers	<em>Scythe forged from the soul of the Covetous Demon.</em> <br><br> <em>The curved spine of the Covetous Demon is hard as rock, and rather than slicing through flesh, this weapon seems to grind it apart.</em> <br><br> <em>That thing that ended up as a monstrous fiend, what was it to begin with, and why did it never leave the queen? Perhaps it was entranced by some perversion of love.</em>
Old Knight Pike	Dark Souls 2 Wiki	Weapons	Spears	"<em>""An undated pike. Wielded by a warrior from a time so ancient that there exists no record of his endeavors.</em>&nbsp;<em>Has extremely low durability""</em>"
Dragon Chime	Dark Souls 2 Wiki	Weapons	Staves	<em>A sacred chime shaped as a dragon. A catalyst for miracles and hexes.</em> <br><br> <em>This chime sat long in the Dark Chasm, but still one senses a sublime purity.</em> <br><br> <em>Only those with the deepest faith can wield this chime, but they will be rewarded with greatly amplified spells.</em>&nbsp;
Witchtree Bellvine	Dark Souls 2 Wiki	Weapons	Staves	<em>Witchtree bellvine that sprouts amongst old growth. A catalyst for miracles and hexes.</em> <br><br> <em>Clerics who were ostracized devised this as an alternative catalyst for casting miracles.</em> <br> <em>Most clerics who were stripped of their status are good-for-nothings,</em>&nbsp;b<em>ut among them are powerful spell casters who represented real threats to the establishment.</em> <br><br> <em>Although not a proper catalyst, the bellvine is quite powerful.</em>&nbsp;
Greataxe	Dark Souls 2 Wiki	Weapons	Great Axes	<em>A greataxe wielded with both hands.<br></em><br><em>This greataxe, crafted with a gigantic, weighty blade, is designed to inflict heavy damage, and requires inhuman strength to handle.<br></em>&nbsp;<br><em>Each swing of the greataxe requires the full force of the body, leaving the wielder wide open. Mastering this weapon will require the most thorough training of both body and mind.</em>&nbsp;
Broken Thief Sword	Dark Souls 2 Wiki	Weapons	Daggers	<em>A broken straight sword. Handled as a dagger due to its length.</em> <br> <em>This inexpensive sword is terribly worn, but nevertheless a favorite amongst thieves.</em>
Monastery Scimitar	Dark Souls 2 Wiki	Weapons	Curved Swords	<em>Crafted at the Lindelt Monastery to replicate</em> <em>an ancient, sacred scimitar characterized by its uniquely shaped tip.</em> <br><br> <em>When a true master wields this scimitar, their graceful chained attacks are described as mystical dances, and their deadly slashes as lingering nightmares.</em>&nbsp;<br> 
Pate's Spear	Dark Souls 2 Wiki	Weapons	Spears	<em>A long spear wielded by Pate. <br><br>This appears to be a very ordinary spear, but seems to have accumulated power of the course of countless battles.</em> <br><br> <em>It is not always advisable to stand out. Especially if you have something to hide.</em>
Royal Dirk	Dark Souls 2 Wiki	Weapons	Daggers	<em>&nbsp;A dagger fashioned from rare geisteel, boasting an unusually long blade.</em> <br><br> <em>Geisteel was a precious alloy created in the eastern land of Mirrah, its composition long kept secret from foreign lands.</em> <br><br> <em>That is, until Chancellor Wellager was ordered by King Vendrick to grant the gifted blacksmith Llewellyn a lifetime contract, whatever the cost, in order to introduce the rare alloy to Drangleic.</em>
Shadow Dagger	Dark Souls 2 Wiki	Weapons	Daggers	"<em>Dagger used by those who lurk in the shadows. Formed by bending a sword into the shape of a dagger.</em> <br> <em>In Mirrah, the land of knights, there exists an order of shadow knights who carry out assassinations in the cover of darkness.</em> <br><br> <em>Those who fled even the order of shadow knights had rejected all forms of honor, and resorted to unseemly mercenary work.""</em>"
Old Knight Halberd	Dark Souls 2 Wiki	Weapons	Halberds	"<em>""An undated halberd.</em><br><em>Wielded by a warrior from a time so ancient that there exists no record of his endeavors. Has extremely low durability. Sometimes, just as a thing falls to pieces, it unleashes its last flash of great power...""</em>"
Darkdrift	Dark Souls 2 Wiki	Weapons	Katanas	<em>Katana of Grave Warden Agdayne.</em> <br><br> <em>Has a crystal-clear blade and a strong attack that slices through enemy shields.<br></em>&nbsp;<br><em>This katana was originally wielded by the one who gave us first death, and still exists imperfectly between planes.</em> <br><br> <strong><em>Effect: shield piercing (strong attack)</em></strong>&nbsp;
Black Dragon Greatsword	Dark Souls 2 Wiki	Weapons	Greatswords	<em>In legend, this oddly-shaped long sword is said to be forged from the black dragon's tail.</em> <br><br> <em>As it is told, the black dragon lost its tail to a brave warrior in a magnificent battle, and the tail was later used to forge several legendary weapons.</em>
Wrathful Axe	Dark Souls 2 Wiki	Weapons	Halberds	<em>An armament forged from the soul of Elana,child of Dark.</em>
Moonlight Greatsword	Dark Souls 2 Wiki	Weapons	Greatswords	<em>The blade of this greatsword shines like the brilliant rays of the moon.</em>
Dragonrider's Halberd	Dark Souls 2 Wiki	Weapons	Halberds	Halberd of the Dragonriders, King Vendrick's royal guard. A highly versatile weapon that can slash, sweep, and thrust when wielded nimbly, and is also imbued with magic.<br>Demands great skill of its wielder, and thus served to test the worthiness of those who aspire to join the Dragonriders.
Dragonslayer Greatbow	Dark Souls 2 Wiki	Weapons	Greatbows	<em>A greatbow said to be used to down ancient dragons flying high above the clouds.</em>
Ashen Warrior Sword	Dark Souls 2 Wiki	Weapons	Straight Swords	<em>Straight sword wielded by ashen warriors.</em> <br> <em>As brittle as it appears.</em> <br> <em>The jagged edge of this tired and worn blade tears into the hides of foes.</em>
Chaos Blade	Dark Souls 2 Wiki	Weapons	Katanas	<em>A Katana of unknown origin. Damage to foes also damages its owner.</em>
Ruler's Sword	Dark Souls 2 Wiki	Weapons	Greatswords	<em><strong>Original:</strong></em>
Bone Staff	Dark Souls 2 Wiki	Weapons	Staves	<em>Staff crafted with animal bones. A catalyst for sorceries and hexes.</em> <br><br> <em>Properly trained sorcerers receive their first staff from their master after reaching a certain level of accomplishment. <br><br>Those without proper training must devise something of their own making.</em>&nbsp;
Craftman's Hammer	Dark Souls 2 Wiki	Weapons	Hammers	<em>An old smithing hammer.<br></em>&nbsp;<br><em>Looks like a typical hammer, but is in fact incredibly sturdy. Some say it was the hammer used long ago by a famed blacksmith of yore.</em>&nbsp;
Parrying Dagger	Dark Souls 2 Wiki	Weapons	Daggers	<em>Unlike standard weapons, this dagger is intended for parrying.</em>
Varangian Sword	Dark Souls 2 Wiki	Weapons	Straight Swords	<em>Straight sword wielded by Varangians and engraved with a skull. A former king launched a campaign to capture these terrors of the high seas, but rather than imprison them, forced them into hard labor at No-man's Wharf.</em>
Dragonslayer's Crescent Axe	Dark Souls 2 Wiki	Weapons	Axes	<em>The beloved black axe of the gallant Shieldless Lothian, formerly of Forossa.</em> <br><br> <em>No warrior matched the ferocity of unbeatable Lothian, but he abruptly retired from the battlefield and was never heard from again. Some say that he grew tired of the frailty of human foes, and set off to slay the legendary dragon.</em>
Defender Greatsword	Dark Souls 2 Wiki	Weapons	Greatswords	<em>Greatsword wielded by the Throne Defender.</em>
Fume Sword	Dark Souls 2 Wiki	Weapons	Straight Swords	<em>Straight sword forged from the soul of the fume knight, and imbued with the Dark of Nadalia.</em>
Sorcerer's Staff	Dark Souls 2 Wiki	Weapons	Staves	The first staff of most sorcerers. A catalyst for sorceries and hexes. <br><br>To use sorceries, attune a sorcery at a bonfire and equip a staff. <br><br> The strength of most sorceries is affected by the caster's intelligence.
Bow of Want	Dark Souls 2 Wiki	Weapons	Bows	<em><strong>Original:</strong></em>
Old Knight Hammer	Dark Souls 2 Wiki	Weapons	Great Hammers	<em>An undated great hammer.<br></em>&nbsp;<br><em>Wielded by a warrior from a time so ancient that there exists no record of his endeavors.</em> <br><br> <em>Has extremely low durability<br></em>&nbsp;<br><em>Sometimes, just as a thing falls to pieces, it unleashes its last flash of great power...</em>&nbsp;
Battle Axe	Dark Souls 2 Wiki	Weapons	Axes	<em>An axe crafted for battle.</em> <br><br> <em>Axes generally deal more damage than swords, but each swing leaves its wielder vulnerable. One is tempted to swing axes with wild abandon, but in fact their effective manipulation demands caution and precise timing.</em>&nbsp;
Gyrm Great Hammer	Dark Souls 2 Wiki	Weapons	Great Hammers	<br> <br> <br> <br><em>A great hammer used by the nomadic Gyrm.<br></em>&nbsp;<br><em>A makeshift weapon created from a blacksmith's anvil.</em> <br> <em>As heavy as it appears.<br></em>&nbsp;<br><em>Crafted rather shoddily, but each hit landed is certain to inflict serious damage.</em>&nbsp;
Bewitched Alonne Sword	Dark Souls 2 Wiki	Weapons	Katanas	<em>Katana forged from the soul of Sir Alonne.</em>
Thorned Greatsword	Dark Souls 2 Wiki	Weapons	Greatswords	<em>A greatsword forged from the soul of the Looking Glass Knight.</em>
Gyrm Greataxe	Dark Souls 2 Wiki	Weapons	Great Axes	<em>A greataxe used by the nomadic Gyrm.</em> <br><br> <em>At first glance this greataxe appears crude, but with further examination one sees the fine craftsmanship of Gyrm blacksmiths. Quite heavy for a human, but swung about with reckless abandon by the Gyrm.</em>&nbsp;
Priest's Chime	Dark Souls 2 Wiki	Weapons	Chimes	<em>Sacred chime granted to high-ranking clerics. A catalyst for miracles and hexes.</em> <br><br> <em>Drangleic was the home of many clerics, but King Vendrick held a lukewarm opinion of their powers, and kept them only as attendants to ceremony. In this sense, Drangleic was not the place for a cleric with any ambition.</em>
Thief Dagger	Dark Souls 2 Wiki	Weapons	Daggers	"<em>Dagger with a crooked tip.</em> <br> <em>A common accessory of thieves, shoddily crafted and without much bite""</em>"
Watcher Greatsword	Dark Souls 2 Wiki	Weapons	Greatswords	<em>Greatsword wielded by the Throne Watcher.</em>
Dragon Tooth	Dark Souls 2 Wiki	Weapons	Great Hammers	<em>A giant dragon tooth used as a great hammer. As solid as a boulder, this tooth is said to be taken from a dragon, but the truth of this claim is unclear. <br><br>What is certain is that is bears some mystical power, and its wielder gains resistance to magic and fire.</em> <br><br> <em><strong>Effect: resistance to magic and fire</strong></em>&nbsp;
Sanctum Mace	Dark Souls 2 Wiki	Weapons	Great Hammers	<em>A mace wielded by sanctum soldiers.</em> <br><br> <em>This mace was corrupted by poison when Sinh, the sleeping dragon, awoke.</em> <br><br> <em>A mere mortal would be asphyxiated by the poison emitted when wielding this, but for the noxious sanctum soldiers, this fact matters none.</em>&nbsp;
Flamberge	Dark Souls 2 Wiki	Weapons	Greatswords	"<em>A greatsword with an undulating blade. The unique shape is designed to pare the flesh, and is highly effective at causing bleeding.</em> <br><br> <em>Flamberge literally means ""flame blade,"" but it also seems to bear a certain creature's likeness.</em>"
Rapier	Dark Souls 2 Wiki	Weapons	Piercing Swords	<em>A standard thrusting sword.</em> <br><br> <em>Thrusting Swords are light swords with fine tips that can be used while holding up a shield, and are effective for parrying.</em> <br><br> <em>Use quick thrusts to damage hard-skinned foes. Also effective when fighting in narrow spaces.</em>&nbsp;<br> 
Black Knight Ultra Greatsword	Dark Souls 2 Wiki	Weapons	Ultra Greatswords	<em>Ultra greatsword wielded by knights who served a lord of light in a long forgotten age.</em> <br><br> <em>Even after their flesh was charred by flame, they remained as strong as ever, and stood watch, challenging visitors to their land.</em>&nbsp;
Sunset Staff	Dark Souls 2 Wiki	Weapons	Staves	<em>A staff said to have been forged in Aldia. A catalyst for sorceries and hexes. Particularly powerful for casting hexes.</em> <br><br> <em>The mysterious Lord Aldia secluded himself inside a manor to conduct various experiments. Those invited to the manor disappeared, replaced over time with malformed beasts that roamed its halls.</em>&nbsp;
Longsword	Dark Souls 2 Wiki	Weapons	Straight Swords	<em>Standard straight sword.</em> <br><br> <em>This straight sword is sufficient in most respects, and effective in most situations if wielded properly. Those who aspire to master the sword are certain to wield this at some point during their journey.</em>
Pilgrim's Spontoon	Dark Souls 2 Wiki	Weapons	Spears	<em>Spontoon used by warriors on pilgrimage.</em> <br><br> <em>Rather worn from the long journey it has doubtless seen.</em> <br><br> <em>A spear which also doubles as a catalyst for sorceries, making it an ideal choice for light-footed pilgrims.</em>&nbsp;
Idol's Chime	Dark Souls 2 Wiki	Weapons	Chimes	<em>Sacred chime of Licia of Lindelt. A catalyst for miracles and hexes.</em> <br><br> <em>In any town there will be a few folk with unusual urges. They either endeavor to resist these urges, or act upon them out of the view of others. The world is not so welcoming they may bare their souls true.</em>&nbsp;
Bound Hand Axe	Dark Souls 2 Wiki	Weapons	Axes	<em>An axe with an unusual design. Found in the Undead Purgatory. The chains and spikes wrapped around the axe cause bleeding, but weaken the axe's effectiveness when slashing.</em> <br><br> <em>Accessories that are added to a weapon for the sole purpose of tormenting foes can often detract from the weapon's natural effectiveness.</em>&nbsp;
Staff of Wisdom	Dark Souls 2 Wiki	Weapons	Staves	<em>Staff of the lost land of Olaphis. Sorcery-dedicated catalyst. <br><br>Cannot be used to cast hexes. The crystal at the tip of the staff greatly augments spell strength. <br><br>Already a finely-cra</em><em>fted staff, made even more effective by its crystal, the brilliance of which has been polished over time with powerful magic.</em>&nbsp;
